	Code	EIU19VA	EIU19PV	EIU19GE	EIU19RQ	EIU19RL	EIU19CC	EIU18VA	EIU18PV	EIU18GE	EIU18RQ	EIU18RL	EIU18CC	EIU17VA	EIU17PV	EIU17GE	EIU17RQ	EIU17RL	EIU17CC	EIU16VA	EIU16PV	EIU16GE	EIU16RQ	EIU16RL	EIU16CC	EIU15VA	EIU15PV	EIU15GE	EIU15RQ	EIU15RL	EIU15CC	EIU14VA	EIU14PV	EIU14GE	EIU14RQ	EIU14RL	EIU14CC	EIU13VA	EIU13PV	EIU13GE	EIU13RQ	EIU13RL	EIU13CC	EIU12VA	EIU12PV	EIU12GE	EIU12RQ	EIU12RL	EIU12CC	EIU11VA	EIU11PV	EIU11GE	EIU11RQ	EIU11RL	EIU11CC	EIU10VA	EIU10PV	EIU10GE	EIU10RQ	EIU10RL	EIU10CC	EIU09VA	EIU09PV	EIU09GE	EIU09RQ	EIU09RL	EIU09CC	EIU08VA	EIU08PV	EIU08GE	EIU08RQ	EIU08RL	EIU08CC	EIU07VA	EIU07PV	EIU07GE	EIU07RQ	EIU07RL	EIU07CC	EIU06VA	EIU06PV	EIU06GE	EIU06RQ	EIU06RL	EIU06CC	EIU05VA	EIU05PV	EIU05GE	EIU05RQ	EIU05RL	EIU05CC	EIU04VA	EIU04PV	EIU04GE	EIU04RQ	EIU04RL	EIU04CC	EIU03VA	EIU03PV	EIU03GE	EIU03RQ	EIU03RL	EIU03CC	EIU02VA	EIU02PV	EIU02GE	EIU02RQ	EIU02RL	EIU02CC	EIU00VA	EIU00PV	EIU00GE	EIU00RQ	EIU00RL	EIU00CC	EIU98VA	EIU98PV	EIU98GE	EIU98RQ	EIU98RL	EIU98CC	EIU96VA	EIU96PV	EIU96GE	EIU96RQ	EIU96RL	EIU96CC
 	Year	2019	2019	2019	2019	2019	2019	2018	2018	2018	2018	2018	2018	2017	2017	2017	2017	2017	2017	2016	2016	2016	2016	2016	2016	2015	2015	2015	2015	2015	2015	2014	2014	2014	2014	2014	2014	2013	2013	2013	2013	2013	2013	2012	2012	2012	2012	2012	2012	2011	2011	2011	2011	2011	2011	2010	2010	2010	2010	2010	2010	2009	2009	2009	2009	2009	2009	2008	2008	2008	2008	2008	2008	2007	2007	2007	2007	2007	2007	2006	2006	2006	2006	2006	2006	2005	2005	2005	2005	2005	2005	2004	2004	2004	2004	2004	2004	2003	2003	2003	2003	2003	2003	2002	2002	2002	2002	2002	2002	2000	2000	2000	2000	2000	2000	1998	1998	1998	1998	1998	1998	1996	1996	1996	1996	1996	1996
Morocco	MAR	0.411	0.450	0.375	0.450	0.469	0.250	0.406	0.450	0.375	0.450	0.469	0.250	0.400	0.450	0.375	0.450	0.469	0.250	0.395	0.450	0.375	0.450	0.469	0.250	0.389	0.450	0.375	0.500	0.438	0.250	0.356	0.450	0.375	0.500	0.438	0.250	0.360	0.450	0.375	0.450	0.438	0.250	0.391	0.450	0.250	0.500	0.469	0.250	0.379	0.450	0.250	0.450	0.469	0.250	0.346	0.500	0.250	0.450	0.469	0.250	0.350	0.500	0.250	0.500	0.438	0.250	0.350	0.500	0.250	0.450	0.438	0.250	0.351	0.475	0.250	0.450	0.438	0.250	0.351	0.450	0.250	0.450	0.438	0.250	0.313	0.450	0.250	0.350	0.438	0.250	0.375	0.450	0.250	0.450	0.500	0.250	0.313	0.500	0.375	0.450	0.500	0.250	0.375	0.400	0.375	0.450	0.500	0.250	0.438	0.500	0.500	0.400	0.500	0.250	0.500	0.600	0.500	0.400	0.500	0.500	0.500	0.450	0.500	0.400	0.500	0.500
Moldova	MDA	0.444	0.450	0.250	0.550	0.344	0.250	0.449	0.450	0.250	0.550	0.344	0.250	0.516	0.350	0.250	0.650	0.313	0.000	0.519	0.350	0.125	0.650	0.281	0.000	0.536	0.350	0.125	0.650	0.250	0.000	0.535	0.400	0.125	0.650	0.344	0.000	0.535	0.400	0.125	0.650	0.344	0.000	0.535	0.400	0.000	0.650	0.344	0.000	0.535	0.450	0.000	0.650	0.344	0.000	0.504	0.450	0.000	0.650	0.344	0.000	0.513	0.450	0.000	0.600	0.344	0.000	0.544	0.450	0.000	0.600	0.344	0.000	0.544	0.425	0.000	0.600	0.344	0.000	0.544	0.400	0.000	0.600	0.344	0.000	0.188	0.300	0.000	0.550	0.438	0.000	0.188	0.300	0.000	0.550	0.438	0.000	0.188	0.300	0.000	0.550	0.281	0.000	0.188	0.350	0.000	0.550	0.281	0.000	0.313	0.300	0.000	0.550	0.375	0.250	0.375	0.300	0.125	0.550	0.531	0.250	0.375	0.400	0.125	0.550	0.531	0.250
Madagascar	MDG	0.501	0.550	0.125	0.450	0.281	0.000	0.480	0.450	0.125	0.400	0.375	0.000	0.474	0.550	0.125	0.400	0.406	0.000	0.472	0.550	0.125	0.400	0.438	0.250	0.461	0.550	0.125	0.350	0.375	0.250	0.409	0.550	0.125	0.350	0.375	0.250	0.404	0.300	0.125	0.350	0.375	0.500	0.384	0.350	0.250	0.350	0.344	0.500	0.415	0.150	0.250	0.350	0.344	0.500	0.416	0.200	0.250	0.400	0.344	0.500	0.497	0.300	0.250	0.400	0.375	0.500	0.529	0.600	0.250	0.400	0.438	0.250	0.510	0.675	0.250	0.400	0.438	0.250	0.510	0.650	0.250	0.400	0.438	0.250																																										
Mexico	MEX	0.461	0.500	0.500	0.750	0.469	0.250	0.466	0.500	0.500	0.700	0.469	0.250	0.477	0.450	0.500	0.750	0.469	0.250	0.480	0.550	0.500	0.750	0.438	0.250	0.515	0.550	0.500	0.700	0.438	0.250	0.553	0.550	0.500	0.700	0.438	0.250	0.564	0.550	0.500	0.700	0.438	0.250	0.564	0.550	0.500	0.700	0.438	0.250	0.565	0.550	0.500	0.700	0.438	0.250	0.565	0.550	0.500	0.700	0.438	0.250	0.558	0.550	0.500	0.700	0.438	0.250	0.558	0.600	0.500	0.750	0.438	0.250	0.552	0.575	0.375	0.750	0.484	0.250	0.552	0.550	0.375	0.750	0.531	0.250	0.438	0.650	0.375	0.750	0.531	0.250	0.438	0.650	0.375	0.750	0.563	0.250	0.438	0.650	0.375	0.750	0.563	0.250	0.438	0.650	0.375	0.750	0.563	0.250	0.375	0.550	0.375	0.700	0.406	0.250	0.313	0.450	0.500	0.700	0.406	0.250	0.250	0.300	0.375	0.700	0.313	0.250
"Macedonia, FYR"	MKD	0.517	0.500	0.375	0.700	0.406	0.250	0.512	0.500	0.375	0.700	0.375	0.250	0.497	0.500	0.375	0.650	0.375	0.250	0.480	0.400	0.375	0.550	0.344	0.250	0.551	0.500	0.375	0.550	0.375	0.250	0.563	0.500	0.250	0.550	0.375	0.250	0.558	0.500	0.250	0.550	0.375	0.250	0.558	0.500	0.250	0.550	0.375	0.250	0.558	0.500	0.250	0.550	0.375	0.250	0.558	0.450	0.250	0.550	0.375	0.250	0.561	0.450	0.250	0.550	0.375	0.250	0.561	0.450	0.250	0.550	0.375	0.250	0.567	0.450	0.250	0.550	0.375	0.250	0.567	0.450	0.250	0.550	0.375	0.250	0.250	0.250	0.250	0.500	0.500	0.000	0.188	0.250	0.250	0.500	0.500	0.000	0.125	0.350	0.250	0.500	0.250	0.000	0.125	0.350	0.250	0.500	0.250	0.000	0.125	0.300	0.000	0.500	0.313	0.000	0.188	0.200	0.125	0.500	0.406	0.000	0.188	0.350	0.250	0.500	0.406	0.000
Mali	MLI	0.434	0.350	0.125	0.400	0.313	0.250	0.458	0.350	0.125	0.400	0.313	0.250	0.470	0.350	0.125	0.400	0.313	0.250	0.473	0.400	0.125	0.400	0.313	0.250	0.473	0.400	0.125	0.400	0.313	0.250	0.477	0.550	0.125	0.400	0.406	0.250	0.451	0.500	0.125	0.400	0.406	0.250	0.444	0.250	0.125	0.400	0.406	0.250	0.506	0.550	0.125	0.400	0.406	0.250	0.488	0.550	0.125	0.400	0.406	0.250	0.481	0.500	0.125	0.400	0.406	0.250	0.587	..	..	..	..	..	0.599	..	..	..	..	..	0.599	..	..	..	..	..																																										
Malta	MLT	0.773	0.800	0.500	0.850	0.781	0.500	0.786	0.800	0.500	0.850	0.813	0.750	0.783	0.800	0.500	0.850	0.844	0.750	0.795	0.750	0.625	0.850	0.844	0.750	0.795	0.750	0.625	0.800	0.844	0.750	0.795	0.750	0.750	0.800	0.844	0.750	0.789	0.700	0.750	0.800	0.844	0.750	0.789	0.700	0.750	0.800	0.844	0.750	0.789	0.700	0.750	0.800	0.844	0.750	0.789	0.750	0.750	0.800	0.938	0.750	0.795	0.750	0.750	0.800	0.938	0.750	0.795	0.800	0.750	0.900	0.938	0.750	0.795	0.800	0.750	0.850	0.938	0.750	0.795	0.800	0.750	0.850	0.938	0.750																																										
Myanmar	MMR	0.303	0.350	0.000	0.350	0.219	0.250	0.317	0.350	0.000	0.350	0.219	0.250	0.348	0.400	0.000	0.350	0.219	0.250	0.398	0.500	0.000	0.350	0.188	0.000	0.270	0.350	0.000	0.250	0.188	0.000	0.215	0.300	0.000	0.200	0.156	0.000	0.201	0.300	0.000	0.200	0.188	0.000	0.118	0.250	0.000	0.150	0.188	0.000	0.089	0.200	0.000	0.150	0.156	0.000	0.089	0.200	0.000	0.150	0.156	0.000	0.089	0.200	0.000	0.150	0.156	0.000	0.089	0.200	0.000	0.150	0.156	0.000	0.089	0.275	0.000	0.150	0.156	0.000	0.089	0.300	0.000	0.150	0.156	0.000	0.000	0.000	0.000	0.050	0.031	0.000	0.000	0.050	0.000	0.050	0.031	0.000	0.000	0.150	0.000	0.050	0.063	0.000	0.000	0.150	0.000	0.050	0.063	0.000	0.000	0.150	0.000	0.050	0.125	0.000	0.000	0.150	0.000	0.050	0.063	0.000	0.000	0.150	0.000	0.050	0.063	0.000
Mongolia	MNG	0.513	0.700	0.375	0.550	0.438	0.250	0.513	0.750	0.375	0.550	0.438	0.250	0.513	0.750	0.375	0.550	0.438	0.250	0.519	0.650	0.375	0.500	0.438	0.250	0.487	0.700	0.375	0.500	0.438	0.250	0.487	0.700	0.375	0.450	0.438	0.250	0.482	0.650	0.375	0.450	0.406	0.250	0.474	0.600	0.250	0.500	0.406	0.250	0.468	0.600	0.250	0.500	0.406	0.250	0.474	0.650	0.250	0.500	0.406	0.250	0.518	0.700	0.250	0.500	0.500	0.250	0.660	..	..	..	..	..	0.660	..	..	..	..	..	0.660	..	..	..	..	..																																										
Montenegro	MNE	0.533	0.600	0.375	0.600	0.500	0.250	0.537	0.600	0.375	0.600	0.500	0.250	0.535	0.500	0.375	0.600	0.438	0.250	0.536	0.550	0.375	0.550	0.438	0.250	0.551	0.550	0.375	0.550	0.438	0.250	0.547	0.600	0.375	0.500	0.438	0.250	0.547	0.550	0.375	0.500	0.438	0.250	0.553	0.550	0.375	0.500	0.438	0.250	0.558	0.550	0.375	0.500	0.438	0.250	0.564	0.550	0.375	0.500	0.438	0.250	0.643	..	..	..	..	..	0.643	..	..	..	..	..	0.657	..	..	..	..	..	0.657	..	..	..	..	..																																										
Mozambique	MOZ	0.339	0.450	0.250	0.550	0.250	0.250	0.349	0.500	0.250	0.550	0.250	0.250	0.357	0.500	0.250	0.550	0.250	0.250	0.357	0.450	0.250	0.550	0.250	0.250	0.418	0.500	0.250	0.550	0.250	0.250	0.389	0.500	0.250	0.550	0.250	0.250	0.395	0.500	0.250	0.550	0.281	0.250	0.432	0.600	0.250	0.550	0.375	0.250	0.433	0.600	0.250	0.550	0.375	0.250	0.495	0.650	0.250	0.550	0.469	0.250	0.525	0.650	0.250	0.500	0.406	0.250	0.525	0.600	0.250	0.500	0.406	0.500	0.514	0.675	0.250	0.500	0.484	0.500	0.545	0.750	0.250	0.500	0.500	0.250	0.563	0.550	0.250	0.500	0.344	0.250	0.563	0.450	0.250	0.500	0.344	0.250	0.563	0.500	0.250	0.500	0.344	0.250	0.563	0.550	0.375	0.500	0.344	0.250	0.563	0.550	0.375	0.500	0.344	0.250	0.563	0.550	0.375	0.500	0.344	0.250	0.563	0.550	0.375	0.500	0.344	0.250
Mauritania	MRT	0.259	0.400	0.250	0.550	0.375	0.000	0.254	0.450	0.250	0.550	0.375	0.250	0.254	0.450	0.250	0.550	0.406	0.250	0.261	0.450	0.250	0.550	0.375	0.250	0.261	0.450	0.250	0.550	0.375	0.250	0.271	0.450	0.250	0.550	0.375	0.250	0.271	0.450	0.250	0.550	0.375	0.250	0.271	0.400	0.250	0.550	0.375	0.250	0.271	0.450	0.250	0.550	0.375	0.250	0.256	0.550	0.250	0.550	0.406	0.250	0.258	0.550	0.250	0.550	0.469	0.250	0.391	..	..	..	..	..	0.312	..	..	..	..	..	0.312	..	..	..	..	..																																										
Mauritius	MUS	0.661	0.800	0.625	0.700	0.719	0.500	0.661	0.800	0.625	0.700	0.719	0.500	0.661	0.800	0.625	0.700	0.719	0.500	0.664	0.800	0.625	0.700	0.719	0.500	0.664	0.800	0.625	0.700	0.719	0.500	0.752	0.800	0.625	0.700	0.719	0.500	0.752	0.800	0.625	0.700	0.719	0.500	0.754	0.800	0.625	0.700	0.719	0.500	0.746	0.800	0.625	0.700	0.719	0.500	0.746	0.800	0.625	0.700	0.719	0.500	0.746	0.800	0.625	0.700	0.719	0.500	0.746	0.800	0.625	0.700	0.719	0.500	0.746	0.800	0.625	0.675	0.719	0.500	0.746	0.800	0.625	0.650	0.719	0.500	0.625	0.850	0.625	0.500	0.781	0.500	0.625	0.850	0.625	0.500	0.781	0.500	0.625	0.850	0.625	0.500	0.688	0.500	0.625	0.850	0.500	0.500	0.750	0.500	0.625	0.850	0.500	0.500	0.750	0.500	0.625	0.900	0.500	0.500	0.750	0.500	0.625	0.900	0.500	0.500	0.750	0.500
Malawi	MWI	0.463	0.550	0.125	0.450	0.469	0.000	0.462	0.550	0.125	0.450	0.438	0.000	0.462	0.550	0.125	0.450	0.438	0.000	0.465	0.550	0.125	0.450	0.438	0.000	0.465	0.550	0.125	0.450	0.438	0.000	0.471	0.650	0.125	0.450	0.438	0.000	0.488	0.650	0.125	0.500	0.438	0.000	0.492	0.600	0.125	0.450	0.438	0.250	0.480	0.600	0.125	0.450	0.438	0.250	0.480	0.700	0.125	0.450	0.438	0.250	0.444	0.550	0.125	0.450	0.438	0.250	0.444	0.550	0.125	0.450	0.438	0.250	0.436	0.700	0.125	0.475	0.438	0.250	0.436	0.700	0.000	0.500	0.375	0.250	0.125	0.600	0.000	0.450	0.406	0.000	0.125	0.600	0.000	0.450	0.406	0.000	0.125	0.500	0.000	0.450	0.281	0.000	0.125	0.500	0.000	0.450	0.281	0.000	0.188	0.350	0.125	0.450	0.281	0.250	0.188	0.300	0.125	0.450	0.281	0.250	0.188	0.450	0.125	0.450	0.344	0.250
Malaysia	MYS	0.608	0.700	0.750	0.700	0.656	0.500	0.594	0.700	0.750	0.700	0.656	0.500	0.546	0.700	0.750	0.750	0.656	0.500	0.546	0.700	0.750	0.700	0.625	0.500	0.540	0.700	0.750	0.700	0.625	0.500	0.543	0.700	0.750	0.700	0.625	0.500	0.543	0.700	0.750	0.700	0.625	0.500	0.539	0.700	0.625	0.650	0.688	0.250	0.528	0.700	0.625	0.650	0.688	0.250	0.528	0.700	0.625	0.650	0.688	0.250	0.537	0.600	0.625	0.550	0.688	0.250	0.537	0.650	0.625	0.550	0.688	0.250	0.518	0.625	0.625	0.600	0.656	0.250	0.518	0.600	0.625	0.600	0.656	0.250	0.438	0.600	0.625	0.600	0.656	0.250	0.438	0.550	0.625	0.600	0.656	0.250	0.438	0.600	0.625	0.600	0.656	0.250	0.250	0.650	0.500	0.550	0.656	0.250	0.313	0.600	0.625	0.500	0.531	0.250	0.250	0.500	0.625	0.500	0.438	0.500	0.313	0.650	0.625	0.500	0.594	0.500
Namibia	NAM	0.603	0.700	0.500	0.650	0.594	0.500	0.594	0.750	0.500	0.600	0.594	0.500	0.597	0.750	0.500	0.600	0.594	0.500	0.597	0.750	0.500	0.600	0.625	0.500	0.597	0.750	0.500	0.600	0.625	0.500	0.593	0.750	0.500	0.600	0.594	0.500	0.593	0.750	0.500	0.600	0.594	0.500	0.593	0.700	0.500	0.600	0.594	0.500	0.593	0.700	0.500	0.600	0.594	0.500	0.593	0.700	0.500	0.600	0.594	0.500	0.605	0.700	0.500	0.600	0.594	0.500	0.605	0.800	0.500	0.600	0.594	0.500	0.608	0.800	0.500	0.600	0.594	0.500	0.608	0.800	0.500	0.600	0.594	0.500	0.500	0.500	0.375	0.550	0.438	0.250	0.438	0.500	0.250	0.550	0.438	0.250	0.438	0.500	0.375	0.550	0.406	0.250	0.438	0.500	0.375	0.550	0.406	0.250	0.500	0.200	0.500	0.550	0.406	0.500	0.500	0.500	0.500	0.550	0.344	0.500	0.563	0.750	0.500	0.550	0.438	0.500
Niger	NER	0.290	0.250	0.125	0.350	0.406	0.500	0.313	0.250	0.125	0.350	0.375	0.500	0.344	0.200	0.250	0.350	0.375	0.250	0.354	0.250	0.250	0.350	0.375	0.250	0.349	0.250	0.250	0.350	0.375	0.250	0.357	0.250	0.250	0.400	0.281	0.250	0.392	0.250	0.250	0.450	0.281	0.250	0.396	0.250	0.250	0.450	0.281	0.250	0.427	0.550	0.250	0.600	0.500	0.250	0.357	0.350	0.250	0.600	0.469	0.250	0.296	0.300	0.250	0.600	0.469	0.250	0.341	..	..	..	..	..	0.354	..	..	..	..	..	0.354	..	..	..	..	..																																										
Nigeria	NGA	0.300	0.350	0.125	0.200	0.344	0.000	0.316	0.350	0.125	0.200	0.344	0.000	0.316	0.350	0.125	0.200	0.344	0.000	0.319	0.300	0.000	0.200	0.219	0.250	0.325	0.300	0.000	0.200	0.188	0.250	0.282	0.200	0.000	0.250	0.094	0.000	0.282	0.200	0.000	0.250	0.094	0.000	0.314	0.150	0.000	0.250	0.094	0.000	0.317	0.150	0.000	0.250	0.094	0.000	0.299	0.150	0.000	0.250	0.094	0.250	0.302	0.250	0.000	0.250	0.094	0.250	0.302	0.300	0.000	0.250	0.094	0.250	0.270	0.350	0.000	0.250	0.094	0.125	0.239	0.300	0.000	0.250	0.094	0.000	0.125	0.300	0.000	0.250	0.094	0.000	0.125	0.300	0.000	0.300	0.094	0.000	0.125	0.300	0.000	0.300	0.094	0.000	0.188	0.250	0.000	0.350	0.094	0.000	0.250	0.250	0.125	0.350	0.125	0.000	0.125	0.350	0.125	0.400	0.094	0.000	0.125	0.150	0.000	0.400	0.094	0.000
Nicaragua	NIC	0.240	0.200	0.250	0.450	0.250	0.000	0.244	0.200	0.250	0.450	0.313	0.000	0.327	0.450	0.250	0.450	0.406	0.000	0.334	0.450	0.125	0.450	0.406	0.000	0.388	0.500	0.125	0.450	0.375	0.000	0.422	0.500	0.125	0.450	0.375	0.000	0.429	0.500	0.125	0.450	0.375	0.000	0.434	0.450	0.000	0.450	0.344	0.000	0.434	0.450	0.000	0.450	0.344	0.000	0.443	0.450	0.000	0.400	0.344	0.000	0.460	0.600	0.000	0.400	0.344	0.000	0.460	0.600	0.000	0.400	0.344	0.000	0.440	0.575	0.000	0.400	0.344	0.000	0.440	0.550	0.000	0.500	0.406	0.000	0.313	0.550	0.000	0.500	0.406	0.000	0.438	0.650	0.125	0.500	0.344	0.250	0.438	0.650	0.125	0.500	0.344	0.250	0.375	0.650	0.125	0.500	0.344	0.250	0.313	0.600	0.250	0.500	0.281	0.000	0.375	0.400	0.125	0.500	0.375	0.000	0.438	0.350	0.000	0.500	0.375	0.250
Netherlands	NLD	0.919	0.800	0.750	0.900	0.906	1.000	0.913	0.800	0.750	0.900	0.906	1.000	0.913	0.800	0.750	0.950	0.906	0.750	0.909	0.800	0.750	0.950	0.906	0.750	0.915	0.800	0.750	0.850	0.906	0.750	0.915	0.800	0.750	0.850	0.906	1.000	0.911	0.800	0.750	0.850	0.906	1.000	0.918	0.800	0.750	0.850	0.906	1.000	0.918	0.800	0.750	0.850	0.906	1.000	0.918	0.800	0.750	0.850	0.906	1.000	0.945	0.850	0.750	0.850	0.906	1.000	0.945	0.850	0.750	0.850	0.906	1.000	0.952	0.800	0.750	0.850	0.906	1.000	0.952	0.800	0.750	0.850	0.906	1.000	0.938	0.950	1.000	0.900	0.938	1.000	0.938	0.900	1.000	0.900	0.938	1.000	0.813	0.950	1.000	0.900	0.938	1.000	0.813	0.950	1.000	0.900	0.938	1.000	0.813	0.950	1.000	0.900	0.938	1.000	0.875	0.950	1.000	0.850	0.938	1.000	0.875	0.950	1.000	0.850	0.938	1.000
Norway	NOR	0.962	1.000	1.000	0.800	0.969	1.000	0.962	1.000	1.000	0.800	0.969	1.000	0.962	1.000	1.000	0.800	0.969	1.000	0.965	1.000	1.000	0.800	0.969	1.000	0.965	1.000	1.000	0.800	0.969	1.000	0.965	1.000	1.000	0.800	0.969	1.000	0.965	1.000	1.000	0.800	0.969	1.000	0.965	1.000	1.000	0.800	0.969	1.000	0.959	1.000	1.000	0.800	0.969	1.000	0.959	1.000	1.000	0.800	0.969	1.000	0.953	1.000	1.000	0.800	0.969	1.000	0.953	1.000	1.000	0.800	0.969	1.000	0.946	1.000	1.000	0.725	0.969	1.000	0.946	1.000	1.000	0.650	0.969	1.000	0.938	1.000	1.000	0.900	1.000	1.000	0.875	0.950	1.000	0.850	1.000	0.750	0.813	0.950	1.000	0.700	1.000	1.000	0.813	0.950	1.000	0.700	1.000	1.000	0.813	0.950	1.000	0.700	1.000	1.000	0.750	0.950	1.000	0.750	1.000	1.000	0.813	0.950	1.000	0.750	1.000	1.000
Nepal	NPL	0.420	0.500	0.125	0.200	0.375	0.250	0.415	0.500	0.125	0.200	0.406	0.250	0.384	0.400	0.125	0.200	0.281	0.250	0.368	0.400	0.250	0.200	0.219	0.250	0.332	0.350	0.125	0.200	0.219	0.250	0.332	0.450	0.125	0.200	0.219	0.250	0.395	0.400	0.125	0.200	0.219	0.250	0.333	0.250	0.125	0.300	0.188	0.000	0.337	0.250	0.250	0.300	0.188	0.250	0.337	0.250	0.250	0.300	0.188	0.250	0.328	0.300	0.250	0.300	0.188	0.250	0.405	..	..	..	..	..	0.342	..	..	..	..	..	0.342	..	..	..	..	..	0.250	0.050	0.000	0.450	0.281	0.000	0.188	0.100	0.125	0.450	0.281	0.000																														
New Zealand	NZL	0.932	0.950	0.875	0.900	0.969	1.000	0.932	0.950	0.875	0.900	0.969	1.000	0.932	0.950	0.875	0.900	0.969	1.000	0.932	0.900	0.875	0.850	0.969	1.000	0.932	0.900	1.000	0.850	0.969	1.000	0.901	0.950	1.000	0.850	0.938	1.000	0.901	0.900	0.875	0.850	0.938	1.000	0.901	0.850	0.875	0.850	0.938	1.000	0.901	0.850	0.875	0.850	0.938	1.000	0.901	0.850	0.875	0.850	0.938	1.000	0.897	0.850	0.875	0.800	0.938	1.000	0.897	0.850	0.875	0.800	0.938	1.000	0.888	0.850	0.875	0.800	0.938	1.000	0.888	0.850	0.875	0.800	0.938	1.000	0.875	0.900	0.875	0.850	0.969	1.000	0.875	0.900	1.000	0.850	0.969	1.000	0.875	0.900	0.875	0.800	0.969	1.000	0.813	0.900	0.875	0.800	0.969	1.000	0.938	0.900	0.750	0.750	1.000	1.000	0.938	0.900	0.750	0.900	1.000	1.000	0.938	0.850	1.000	0.900	1.000	1.000
Oman	OMN	0.341	0.550	0.375	0.750	0.688	0.500	0.340	0.550	0.375	0.750	0.688	0.500	0.340	0.550	0.375	0.750	0.688	0.500	0.340	0.550	0.375	0.750	0.656	0.500	0.340	0.550	0.375	0.700	0.656	0.500	0.314	0.550	0.375	0.700	0.656	0.500	0.319	0.550	0.375	0.700	0.656	0.250	0.319	0.500	0.375	0.700	0.656	0.250	0.319	0.500	0.375	0.700	0.656	0.250	0.299	0.650	0.500	0.700	0.656	0.500	0.305	0.650	0.500	0.700	0.656	0.500	0.305	0.650	0.500	0.650	0.656	0.500	0.295	0.650	0.500	0.650	0.656	0.500	0.295	0.650	0.500	0.650	0.656	0.500	0.250	0.650	0.500	0.650	0.656	0.500	0.250	0.650	0.500	0.650	0.656	0.500	0.250	0.650	0.500	0.600	0.656	0.500	0.250	0.700	0.500	0.650	0.656	0.500	0.313	0.800	0.500	0.450	0.688	0.500	0.313	0.700	0.625	0.450	0.688	0.500	0.250	0.800	0.625	0.450	0.688	0.250
Pakistan	PAK	0.306	0.150	0.125	0.350	0.344	0.250	0.302	0.150	0.125	0.350	0.375	0.250	0.338	0.200	0.125	0.350	0.375	0.250	0.342	0.200	0.125	0.350	0.344	0.250	0.345	0.200	0.250	0.350	0.344	0.250	0.357	0.200	0.250	0.350	0.344	0.250	0.357	0.150	0.250	0.350	0.344	0.250	0.354	0.150	0.250	0.400	0.313	0.000	0.353	0.150	0.250	0.400	0.313	0.000	0.353	0.150	0.250	0.400	0.344	0.000	0.340	0.150	0.250	0.350	0.344	0.000	0.371	0.150	0.250	0.350	0.313	0.000	0.305	0.125	0.250	0.350	0.344	0.000	0.321	0.150	0.250	0.350	0.344	0.000	0.250	0.150	0.250	0.350	0.344	0.000	0.250	0.150	0.250	0.350	0.344	0.000	0.250	0.100	0.250	0.350	0.344	0.000	0.250	0.100	0.250	0.350	0.344	0.000	0.313	0.400	0.250	0.450	0.313	0.000	0.375	0.350	0.250	0.350	0.438	0.000	0.313	0.250	0.250	0.350	0.313	0.000
Panama	PAN	0.634	0.650	0.500	0.600	0.500	0.250	0.634	0.600	0.500	0.600	0.500	0.250	0.635	0.700	0.500	0.600	0.531	0.250	0.638	0.700	0.500	0.600	0.531	0.250	0.641	0.700	0.500	0.600	0.531	0.250	0.635	0.550	0.375	0.600	0.531	0.250	0.635	0.550	0.375	0.600	0.531	0.250	0.635	0.550	0.375	0.600	0.531	0.250	0.635	0.550	0.375	0.600	0.531	0.250	0.639	0.550	0.375	0.500	0.531	0.250	0.649	0.500	0.375	0.500	0.563	0.250	0.649	0.500	0.375	0.500	0.563	0.250	0.649	0.500	0.375	0.500	0.625	0.250	0.649	0.500	0.375	0.500	0.625	0.250	0.563	0.500	0.375	0.500	0.625	0.250	0.563	0.600	0.250	0.500	0.625	0.250	0.500	0.550	0.250	0.500	0.625	0.250	0.500	0.550	0.250	0.500	0.625	0.250	0.438	0.650	0.375	0.500	0.469	0.250	0.438	0.600	0.375	0.500	0.469	0.250	0.438	0.700	0.375	0.500	0.469	0.250
Peru	PER	0.518	0.650	0.500	0.850	0.438	0.250	0.518	0.650	0.500	0.800	0.438	0.250	0.512	0.600	0.500	0.650	0.438	0.250	0.520	0.600	0.500	0.650	0.438	0.250	0.517	0.550	0.500	0.650	0.375	0.250	0.515	0.550	0.500	0.650	0.375	0.250	0.515	0.550	0.500	0.650	0.344	0.250	0.511	0.500	0.500	0.650	0.313	0.250	0.517	0.500	0.500	0.650	0.313	0.250	0.508	0.500	0.500	0.700	0.344	0.250	0.503	0.500	0.250	0.700	0.313	0.250	0.503	0.500	0.125	0.700	0.250	0.250	0.493	0.475	0.063	0.700	0.250	0.250	0.493	0.450	0.000	0.700	0.250	0.250	0.375	0.350	0.000	0.700	0.281	0.000	0.375	0.400	0.125	0.700	0.375	0.000	0.438	0.350	0.125	0.700	0.406	0.250	0.438	0.450	0.250	0.700	0.406	0.250	0.375	0.250	0.250	0.700	0.344	0.000	0.438	0.500	0.500	0.700	0.281	0.250	0.438	0.400	0.500	0.750	0.344	0.250
