Press: Table 1
Date	Link	Headline	Paper	Desc	Desc				Add	
8 Nov 1736	Pre 878	"New York, Nov. 1."	Boston Gazette (878)				"New York, Nov. 1. (1736, November 8"	"New York, Nov. 1. (1736, November 8). Boston Gazette (878)"	"New York, Nov. 1. (1736, November 8). Boston Gazette (878), p. [2]. Available from Readex: America's Historical Newspapers: https://infoweb-newsbank-com.ezp-prod1.hul.harvard.edu/apps/readex/doc?p=EANX&docref=image/v2%3A1036CD2E61FB47A0%40EANX-1046E09CC4F65974%402355433-1046E09CDEC173E2%401-1046E09D5A98BD0F%40New%2BYork%252C%2BNov.%2B1."	
7 Feb 1737	Pre 891	"Rhode Island, Feb. 4."	Boston Gazette (891)				"Rhode Island, Feb. 4. (1737, February 7"	"Rhode Island, Feb. 4. (1737, February 7). Boston Gazette (891)"	"Rhode Island, Feb. 4. (1737, February 7). Boston Gazette (891), p. [2]. Available from Readex: America's Historical Newspapers: https://infoweb-newsbank-com.ezp-prod1.hul.harvard.edu/apps/readex/doc?p=EANX&docref=image/v2%3A1036CD2E61FB47A0%40EANX-1046E1390C3F8850%402355524-1046E1392438E382%401-1046E1399C7BEDFA%40Rhode%2BIsland%252C%2BFeb.%2B4."	
28 Feb 1737	Pre 81	Newport Rhode-Island Feb. 21.	Boston Evening-Post (81)	Sp seizures			"Newport Rhode-Island Feb. 21. (1737, February 28"	"Newport Rhode-Island Feb. 21. (1737, February 28). Boston Evening-Post (81)"	"Newport Rhode-Island Feb. 21. (1737, February 28). Boston Evening-Post (81), p. [2]. Available from Readex: America's Historical Newspapers: https://infoweb-newsbank-com.ezp-prod1.hul.harvard.edu/apps/readex/doc?p=EANX&docref=image/v2%3A1089C792E64CF650%40EANX-1089CB1E0E214F40%402355545-1089CB1E330A8B28%401-1089CB1E78C5BCB8%40Newport%2BRhode-Island%2BFeb.%2B21."	
3 Mar 1737	Pre 1722	"New Port, Rhode Island, Feb 23."	Boston News-Letter (1722)	Sp seizures			"New Port, Rhode Island, Feb 23. (1737, March 3"	"New Port, Rhode Island, Feb 23. (1737, March 3). Boston News-Letter (1722)"	"New Port, Rhode Island, Feb 23. (1737, March 3). Boston News-Letter (1722), p. [2]. Available from Readex: America's Historical Newspapers: https://infoweb-newsbank-com.ezp-prod1.hul.harvard.edu/apps/readex/doc?p=EANX&docref=image/v2%3A1036CD221971FE08%40EANX-105666B016ED0945%402355548-105666B042E968FB%401-105666B08D51750C%40New%2BPort%252C%2BRhode%2BIsland%252C%2BFeb%2B23."	
24 Mar 1737	Pre 1725	"Charlstown, South Carolina, Feb. 19."	Boston News-Letter (1725)				"Charlstown, South Carolina, Feb. 19. (1737, March 24"	"Charlstown, South Carolina, Feb. 19. (1737, March 24). Boston News-Letter (1725)"	"Charlstown, South Carolina, Feb. 19. (1737, March 24). Boston News-Letter (1725), p. [1]. Available from Readex: America's Historical Newspapers: https://infoweb-newsbank-com.ezp-prod1.hul.harvard.edu/apps/readex/doc?p=EANX&docref=image/v2%3A1036CD221971FE08%40EANX-105666C7DF676942%402355569-105666C7E7CC9F02%400-105666C840181BE9%40Charlstown%252C%2BSouth%2BCarolina%252C%2BFeb.%2B19."	
26 Sep 1737	Pre 203	"Boston, September 12."	New-York Weekly Journal (203)	Sp seizures	Outbreak	Prov scarce	"Boston, September 12. (1737, September 26"	"Boston, September 12. (1737, September 26). New-York Weekly Journal (203)"	"Boston, September 12. (1737, September 26). New-York Weekly Journal (203), p. [3]. Available from Readex: America's Historical Newspapers: https://infoweb-newsbank-com.ezp-prod1.hul.harvard.edu/apps/readex/doc?p=EANX&docref=image/v2%3A1036CD36DBC06A78%40EANX-1062A42C68C61774%402355755-1062A42CA2337550%402-1062A42D243B4484%40Boston%252C%2BSeptember%2B12."	
26 Sep 1737	Pre 203	"Boston, September 12."	New-York Weekly Journal (203)				"Boston, September 12. (1737, September 26"	"Boston, September 12. (1737, September 26). New-York Weekly Journal (203)"	"Boston, September 12. (1737, September 26). New-York Weekly Journal (203), p. [3]. Available from Readex: America's Historical Newspapers: https://infoweb-newsbank-com.ezp-prod1.hul.harvard.edu/apps/readex/doc?p=EANX&docref=image/v2%3A1036CD36DBC06A78%40EANX-1062A42C68C61774%402355755-1062A42CA2337550%402-1062A42D243B4484%40Boston%252C%2BSeptember%2B12."	
10 Oct 1737	Pre 205	"Boston, August 29."	New-York Weekly Journal (205)	Sp seizures			"Boston, August 29. (1737, October 10"	"Boston, August 29. (1737, October 10). New-York Weekly Journal (205)"	"Boston, August 29. (1737, October 10). New-York Weekly Journal (205), p. [2]. Available from Readex: America's Historical Newspapers: https://infoweb-newsbank-com.ezp-prod1.hul.harvard.edu/apps/readex/doc?p=EANX&docref=image/v2%3A1036CD36DBC06A78%40EANX-1062A42E26042FCE%402355769-1062A42E42EC36DE%401-1062A42E9844AFBB%40Boston%252C%2BAugust%2B29."	
10 Oct 1737	Pre 205	"Boston, August 29."	New-York Weekly Journal (205)				"Boston, August 29. (1737, October 10"	"Boston, August 29. (1737, October 10). New-York Weekly Journal (205)"	"Boston, August 29. (1737, October 10). New-York Weekly Journal (205), p. [2]. Available from Readex: America's Historical Newspapers: https://infoweb-newsbank-com.ezp-prod1.hul.harvard.edu/apps/readex/doc?p=EANX&docref=image/v2%3A1036CD36DBC06A78%40EANX-1062A42E26042FCE%402355769-1062A42E42EC36DE%401-1062A42E9844AFBB%40Boston%252C%2BAugust%2B29."	
16 Feb 1738	Pre 1769	"Charlstown, South-Carolina, Nov. 17."	Boston News-Letter (1769)	Sp seizures	Sp siege		"Charlstown, South-Carolina, Nov. 17. (1738, February 16"	"Charlstown, South-Carolina, Nov. 17. (1738, February 16). Boston News-Letter (1769)"	"Charlstown, South-Carolina, Nov. 17. (1738, February 16). Boston News-Letter (1769), p. [2]. Available from Readex: America's Historical Newspapers: https://infoweb-newsbank-com.ezp-prod1.hul.harvard.edu/apps/readex/doc?p=EANX&docref=image/v2%3A1036CD221971FE08%40EANX-105667DF5453918D%402355898-105667DF76DB58F9%401-105667DFF00D7FF9%40Charlstown%252C%2BSouth-Carolina%252C%2BNov.%2B17."	
20 Feb 1738	Pre 172	"Charlestown, South-Carolina, Nov. 17."	Boston Post-Boy (172)				"Charlestown, South-Carolina, Nov. 17. (1738, February 20"	"Charlestown, South-Carolina, Nov. 17. (1738, February 20). Boston Post-Boy (172)"	"Charlestown, South-Carolina, Nov. 17. (1738, February 20). Boston Post-Boy (172), p. [3]. Available from Readex: America's Historical Newspapers: https://infoweb-newsbank-com.ezp-prod1.hul.harvard.edu/apps/readex/doc?p=EANX&docref=image/v2%3A1089C7C672FD2D48%40EANX-1089CC6B9A0D0D58%402355902-1089CC6BD2B51000%402-1089CC6C2DEBF370%40Charlestown%252C%2BSouth-Carolina%252C%2BNov.%2B17."	
20 Feb 1738	Pre 945	"Charlestown, South-Carolina, Nov. 17."	Boston Gazette (945)				"Charlestown, South-Carolina, Nov. 17. (1738, February 20"	"Charlestown, South-Carolina, Nov. 17. (1738, February 20). Boston Gazette (945)"	"Charlestown, South-Carolina, Nov. 17. (1738, February 20). Boston Gazette (945), p. [2]. Available from Readex: America's Historical Newspapers: https://infoweb-newsbank-com.ezp-prod1.hul.harvard.edu/apps/readex/doc?p=EANX&docref=image/v2%3A1036CD2E61FB47A0%40EANX-1046E1EF61EB387E%402355902-1046E1EF762FAB7F%401-1046E1EFD29A841B%40Charlestown%252C%2BSouth-Carolina%252C%2BNov.%2B17."	
21 Feb 1738	Pre 566	"Charlestown, South-Carolina, Nov. 17."	New-England Weekly Journal (566)				"Charlestown, South-Carolina, Nov. 17. (1738, February 21"	"Charlestown, South-Carolina, Nov. 17. (1738, February 21). New-England Weekly Journal (566)"	"Charlestown, South-Carolina, Nov. 17. (1738, February 21). New-England Weekly Journal (566), p. [1]. Available from Readex: America's Historical Newspapers: https://infoweb-newsbank-com.ezp-prod1.hul.harvard.edu/apps/readex/doc?p=EANX&docref=image/v2%3A108C1BB941096180%40EANX-108C9D9D18E7C738%402355903-108C9D9D29098228%400-108C9D9DB54B1CB8%40Charlestown%252C%2BSouth-Carolina%252C%2BNov.%2B17."	
23 Mar 1738	Pre 1774	"Newport, Rhode-Island, March 17."	Boston News-Letter (1774)	Sp seizures			"Newport, Rhode-Island, March 17. (1738, March 23"	"Newport, Rhode-Island, March 17. (1738, March 23). Boston News-Letter (1774)"	"Newport, Rhode-Island, March 17. (1738, March 23). Boston News-Letter (1774), p. [2]. Available from Readex: America's Historical Newspapers: https://infoweb-newsbank-com.ezp-prod1.hul.harvard.edu/apps/readex/doc?p=EANX&docref=image/v2%3A1036CD221971FE08%40EANX-105667E313444D3E%402355933-105667E346077719%401-105667E3B77A44E9%40Newport%252C%2BRhode-Island%252C%2BMarch%2B17."	
17 Apr 1738	Pre 140	"Rhode-Island, April 14."	Boston Evening-Post (140)	Sp siege	Log scarce		"Rhode-Island, April 14. (1738, April 17"	"Rhode-Island, April 14. (1738, April 17). Boston Evening-Post (140)"	"Rhode-Island, April 14. (1738, April 17). Boston Evening-Post (140), p. [2]. Available from Readex: America's Historical Newspapers: https://infoweb-newsbank-com.ezp-prod1.hul.harvard.edu/apps/readex/doc?p=EANX&docref=image/v2%3A1089C792E64CF650%40EANX-1089C8C2CC5EC750%402355958-1089C8C2F5B2DB50%401-1089C8C3811CD9E0%40Rhode-Island%252C%2BApril%2B14."	
17 Apr 1738	Pre 953	"Rhode-Island, April 14."	Boston Gazette (953)				"Rhode-Island, April 14. (1738, April 17"	"Rhode-Island, April 14. (1738, April 17). Boston Gazette (953)"	"Rhode-Island, April 14. (1738, April 17). Boston Gazette (953), p. [3]. Available from Readex: America's Historical Newspapers: https://infoweb-newsbank-com.ezp-prod1.hul.harvard.edu/apps/readex/doc?p=EANX&docref=image/v2%3A1036CD2E61FB47A0%40EANX-1046E1F5C83EECB5%402355958-1046E1F5EE5448BD%402-1046E1F6567A151A%40Rhode-Island%252C%2BApril%2B14."	
18 Apr 1738	Pre 574	"Rhode-Island, April 14."	New-England Weekly Journal (574)				"Rhode-Island, April 14. (1738, April 18"	"Rhode-Island, April 14. (1738, April 18). New-England Weekly Journal (574)"	"Rhode-Island, April 14. (1738, April 18). New-England Weekly Journal (574), p. [2]. Available from Readex: America's Historical Newspapers: https://infoweb-newsbank-com.ezp-prod1.hul.harvard.edu/apps/readex/doc?p=EANX&docref=image/v2%3A108C1BB941096180%40EANX-108C9DABC315F290%402355959-108C9DAC28C56C78%401-108C9DADC014A528%40Rhode-Island%252C%2BApril%2B14."	
17 Jun 1738	Bur sn	"""News."""	Daily Gazetteer	Sp seizures				"""News."" Daily Gazetteer, 17 June 1738"	"""News."" Daily Gazetteer, 17 June 1738. Seventeenth and Eighteenth Century Burney Newspapers Collection, link-gale-com.ezp-prod1.hul.harvard.edu/apps/doc/Z2000228518/BBCN?u=camb55135&sid=BBCN&xid=b11f10d3. Accessed 16 Feb. 2021."	
21 Oct 1738	Bur sn	"""News."""	Daily Gazetteer	Sp seizures			10	"""News."" Daily Gazetteer, 21 Oct. 1738"	"""News."" Daily Gazetteer, 21 Oct. 1738. Seventeenth and Eighteenth Century Burney Newspapers Collection, link-gale-com.ezp-prod1.hul.harvard.edu/apps/doc/Z2000229476/BBCN?u=camb55135&sid=BBCN&xid=7c893aad. Accessed 16 Feb. 2021."	
3 Mar 1739	Pre 325	"Newport, Rhode Island."	New-York Weekly Journal (325)				"Newport, Rhode Island. (1739, March 3"	"Newport, Rhode Island. (1739, March 3). New-York Weekly Journal (325)"	"Newport, Rhode Island. (1739, March 3). New-York Weekly Journal (325), p. [3]. Available from Readex: America's Historical Newspapers: https://infoweb-newsbank-com.ezp-prod1.hul.harvard.edu/apps/readex/doc?p=EANX&docref=image/v2%3A1036CD36DBC06A78%40EANX-1062A4E6C55BA013%402356278-1062A4E6E66402E9%402-1062A4E74458CE9A%40Newport%252C%2BRhode%2BIsland."	
3 Mar 1739	Pre 325	"Newport, Rhode Island."	New-York Weekly Journal (325)				"Newport, Rhode Island. (1739, March 3"	"Newport, Rhode Island. (1739, March 3). New-York Weekly Journal (325)"	"Newport, Rhode Island. (1739, March 3). New-York Weekly Journal (325), p. [3]. Available from Readex: America's Historical Newspapers: https://infoweb-newsbank-com.ezp-prod1.hul.harvard.edu/apps/readex/doc?p=EANX&docref=image/v2%3A1036CD36DBC06A78%40EANX-1062A4E6C55BA013%402356278-1062A4E6E66402E9%402-1062A4E74458CE9A%40Newport%252C%2BRhode%2BIsland."	
16 Apr 1739	Pre 279	Boston.	New-York Weekly Journal (279)	Sp seizures			"Boston. (1739, April 16"	"Boston. (1739, April 16). New-York Weekly Journal (279)"	"Boston. (1739, April 16). New-York Weekly Journal (279), p. [2]. Available from Readex: America's Historical Newspapers: https://infoweb-newsbank-com.ezp-prod1.hul.harvard.edu/apps/readex/doc?p=EANX&docref=image/v2%3A1036CD36DBC06A78%40EANX-1062A46BC1374605%402356322-1062A46BCEC21FCB%401-1062A46C035308E9%40Boston."	
16 Apr 1739	Pre 279	Boston.	New-York Weekly Journal (279)				"Boston. (1739, April 16"	"Boston. (1739, April 16). New-York Weekly Journal (279)"	"Boston. (1739, April 16). New-York Weekly Journal (279), p. [2]. Available from Readex: America's Historical Newspapers: https://infoweb-newsbank-com.ezp-prod1.hul.harvard.edu/apps/readex/doc?p=EANX&docref=image/v2%3A1036CD36DBC06A78%40EANX-1062A46BC1374605%402356322-1062A46BCEC21FCB%401-1062A46C035308E9%40Boston."	
15 May 1739	Pre 630	Mortuary Notice.	New-England Weekly Journal (630)				"Mortuary Notice. (1739, May 15"	"Mortuary Notice. (1739, May 15). New-England Weekly Journal (630)"	"Mortuary Notice. (1739, May 15). New-England Weekly Journal (630), p. [2]. Available from Readex: America's Historical Newspapers: https://infoweb-newsbank-com.ezp-prod1.hul.harvard.edu/apps/readex/doc?p=EANX&docref=image/v2%3A108C1BB941096180%40EANX-108C9E22E809B9B0%402356351-108C9E23398A7030%401-108C9E244EAC8FB0%40Mortuary%2BNotice."	
17 May 1739	Pre 1834	"Newport, Rhode-Island, May 11."	Boston News-Letter (1834)	Sp seizures			"Newport, Rhode-Island, May 11. (1739, May 17"	"Newport, Rhode-Island, May 11. (1739, May 17). Boston News-Letter (1834)"	"Newport, Rhode-Island, May 11. (1739, May 17). Boston News-Letter (1834), p. [2]. Available from Readex: America's Historical Newspapers: https://infoweb-newsbank-com.ezp-prod1.hul.harvard.edu/apps/readex/doc?p=EANX&docref=image/v2%3A1036CD221971FE08%40EANX-105665E6E1CA65C3%402356353-105665E70EFE00E8%401-105665E76667F92C%40Newport%252C%2BRhode-Island%252C%2BMay%2B11."	
23 Jun 1739	Bur sn	"""News."""	Universal Spectator and Weekly Journal	Sp siege	Sp seizures			"""News."" Universal Spectator and Weekly Journal, 1739"	"""News."" Universal Spectator and Weekly Journal, 1739. Seventeenth and Eighteenth Century Burney Newspapers Collection, link-gale-com.ezp-prod1.hul.harvard.edu/apps/doc/Z2001497681/BBCN?u=camb55135&sid=BBCN&xid=38fc6530. Accessed 16 Feb. 2021."	
14 Jul 1739	Bur sn	News	General Evening Post	Sp seizures	Sp siege				"News. (July 14, 1739 - July 17, 1739). General Evening Post. https://link-gale-com.ezp-prod1.hul.harvard.edu/apps/doc/Z2000431804/BBCN?u=camb55135&sid=BBCN&xid=01c26bbc"	
20 Nov 1739	Bur sn	News	General Evening Post	Sp seizures					"News. (November 20, 1739 - November 22, 1739). General Evening Post. https://link-gale-com.ezp-prod1.hul.harvard.edu/apps/doc/Z2000432061/BBCN?u=camb55135&sid=BBCN&xid=5098e96b"	
6 Dec 1739	Bur sn	News	General Evening Post	Sp at Sea					"News. (December 6, 1739 - December 8, 1739). General Evening Post. https://link-gale-com.ezp-prod1.hul.harvard.edu/apps/doc/Z2000432098/BBCN?u=camb55135&sid=BBCN&xid=bf4d1f57"	
8 Dec 1739	Bur sn	"""News."""	General Evening Post	Sp seizures				"""News."" General Evening Post, December 6, 1739 - December 8, 1739"	"""News."" General Evening Post, December 6, 1739 - December 8, 1739. Seventeenth and Eighteenth Century Burney Newspapers Collection, link-gale-com.ezp-prod1.hul.harvard.edu/apps/doc/Z2000432098/BBCN?u=camb55135&sid=BBCN&xid=bf4d1f57. Accessed 16 Feb. 2021."	
28 Jan 1740	Pre 303	[November; Capt. Stedman; Charming; Nancy; Passage; Plymouth; Capt. John Hadaway; Rhode-Island].	Boston Post-Boy (303)				"[November; Capt. Stedman; Charming; Nancy; Passage; Plymouth; Capt. John Hadaway; Rhode-Island]. (1740, January 28"	"[November; Capt. Stedman; Charming; Nancy; Passage; Plymouth; Capt. John Hadaway; Rhode-Island]. (1740, January 28). Boston Post-Boy (303)"	"[November; Capt. Stedman; Charming; Nancy; Passage; Plymouth; Capt. John Hadaway; Rhode-Island]. (1740, January 28). Boston Post-Boy (303), p. [2]. Available from Readex: America's Historical Newspapers: https://infoweb-newsbank-com.ezp-prod1.hul.harvard.edu/apps/readex/doc?p=EANX&docref=image/v2%3A1089C7C672FD2D48%40EANX-1089CBC8ACE48DC0%402356609-1089CBC8C9C55F90%401-1089CBC91B9036A0%40%255BNovember%253B%2BCapt.%2BStedman%253B%2BCharming%253B%2BNancy%253B%2BPassage%253B%2BPlymouth%253B%2BCapt.%2BJohn%2BHadaway%253B%2BRhode-Island%255D."	
18 Feb 1740	Pre 237	"Newport, Rhode-Island, Feb. 15."	Boston Evening-Post (237)				"Newport, Rhode-Island, Feb. 15. (1740, February 18"	"Newport, Rhode-Island, Feb. 15. (1740, February 18). Boston Evening-Post (237)"	"Newport, Rhode-Island, Feb. 15. (1740, February 18). Boston Evening-Post (237), p. [2]. Available from Readex: America's Historical Newspapers: https://infoweb-newsbank-com.ezp-prod1.hul.harvard.edu/apps/readex/doc?p=EANX&docref=image/v2%3A1089C792E64CF650%40EANX-1089C917E08702D8%402356630-1089C918158BE268%401-1089C9188CD8B628%40Newport%252C%2BRhode-Island%252C%2BFeb.%2B15."	
21 Feb 1740	Pre 1874	"New Port, Rhode-Island, Feb. 15."	Boston News-Letter (1874)				"New Port, Rhode-Island, Feb. 15. (1740, February 21"	"New Port, Rhode-Island, Feb. 15. (1740, February 21). Boston News-Letter (1874)"	"New Port, Rhode-Island, Feb. 15. (1740, February 21). Boston News-Letter (1874), p. [1]. Available from Readex: America's Historical Newspapers: https://infoweb-newsbank-com.ezp-prod1.hul.harvard.edu/apps/readex/doc?p=EANX&docref=image/v2%3A1036CD221971FE08%40EANX-10566603F1A1A7A2%402356633-10566603F665312B%400-105666044EA3735C%40New%2BPort%252C%2BRhode-Island%252C%2BFeb.%2B15."	
6 Mar 1740	Bur sn	News	General Evening Post	Prov scarce					"News. (March 6, 1740 - March 8, 1740). General Evening Post. https://link-gale-com.ezp-prod1.hul.harvard.edu/apps/doc/Z2000432282/BBCN?u=camb55135&sid=BBCN&xid=fa99befb"	
17 Mar 1740	Pre 241	"Extract of a Letter from Capt. Williams, Master of the Scooner Whalebone, Going into the Bay of Honduras."	Boston Evening-Post (241)				"Extract of a Letter from Capt. Williams, Master of the Scooner Whalebone, Going into the Bay of Honduras. (1740, March 17"	"Extract of a Letter from Capt. Williams, Master of the Scooner Whalebone, Going into the Bay of Honduras. (1740, March 17). Boston Evening-Post (241)"	"Extract of a Letter from Capt. Williams, Master of the Scooner Whalebone, Going into the Bay of Honduras. (1740, March 17). Boston Evening-Post (241), p. [2]. Available from Readex: America's Historical Newspapers: https://infoweb-newsbank-com.ezp-prod1.hul.harvard.edu/apps/readex/doc?p=EANX&docref=image/v2%3A1089C792E64CF650%40EANX-1089C91B33661C90%402356658-1089C91B5B31EA00%401-1089C91BB64E5418%40Extract%2Bof%2Ba%2BLetter%2Bfrom%2BCapt.%2BWilliams%252C%2BMaster%2Bof%2Bthe%2BScooner%2BWhalebone%252C%2BGoing%2Binto%2Bthe%2BBay%2Bof%2BHonduras."	
20 Mar 1740	Pre 1878	"Extract of a Letter from Capt. Williams, Master of the Scooner Whalebone, Going into the Bay of Honduras."	Boston News-Letter (1878)				"Extract of a Letter from Capt. Williams, Master of the Scooner Whalebone, Going into the Bay of Honduras. (1740, March 20"	"Extract of a Letter from Capt. Williams, Master of the Scooner Whalebone, Going into the Bay of Honduras. (1740, March 20). Boston News-Letter (1878)"	"Extract of a Letter from Capt. Williams, Master of the Scooner Whalebone, Going into the Bay of Honduras. (1740, March 20). Boston News-Letter (1878), p. [2]. Available from Readex: America's Historical Newspapers: https://infoweb-newsbank-com.ezp-prod1.hul.harvard.edu/apps/readex/doc?p=EANX&docref=image/v2%3A1036CD221971FE08%40EANX-105666075F1EC73B%402356661-105666079114EE7E%401-10566607F7934A74%40Extract%2Bof%2Ba%2BLetter%2Bfrom%2BCapt.%2BWilliams%252C%2BMaster%2Bof%2Bthe%2BScooner%2BWhalebone%252C%2BGoing%2Binto%2Bthe%2BBay%2Bof%2BHonduras."	
31 Mar 1740	Pre 329	"Extract of a Letter from Capt. Williams Master of the Scooner Whalebone, Going into the Bay of Honduras."	New-York Weekly Journal (329)				"Extract of a Letter from Capt. Williams Master of the Scooner Whalebone, Going into the Bay of Honduras. (1740, March 31"	"Extract of a Letter from Capt. Williams Master of the Scooner Whalebone, Going into the Bay of Honduras. (1740, March 31). New-York Weekly Journal (329)"	"Extract of a Letter from Capt. Williams Master of the Scooner Whalebone, Going into the Bay of Honduras. (1740, March 31). New-York Weekly Journal (329), p. [2]. Available from Readex: America's Historical Newspapers: https://infoweb-newsbank-com.ezp-prod1.hul.harvard.edu/apps/readex/doc?p=EANX&docref=image/v2%3A1036CD36DBC06A78%40EANX-1062A5060209C36B%402356672-1062A5062AA0E4D7%403-1062A506B0300D0C%40Extract%2Bof%2Ba%2BLetter%2Bfrom%2BCapt.%2BWilliams%2BMaster%2Bof%2Bthe%2BScooner%2BWhalebone%252C%2BGoing%2Binto%2Bthe%2BBay%2Bof%2BHonduras."	
21 Apr 1740	Pre 315	"Newport, Rhode-Island, April 18."	Boston Post-Boy (315)				"Newport, Rhode-Island, April 18. (1740, April 21"	"Newport, Rhode-Island, April 18. (1740, April 21). Boston Post-Boy (315)"	"Newport, Rhode-Island, April 18. (1740, April 21). Boston Post-Boy (315), p. [3]. Available from Readex: America's Historical Newspapers: https://infoweb-newsbank-com.ezp-prod1.hul.harvard.edu/apps/readex/doc?p=EANX&docref=image/v2%3A1089C7C672FD2D48%40EANX-1089CBCE8F808568%402356693-1089CBCEB30BE6D0%402-1089CBCF02F2CE78%40Newport%252C%2BRhode-Island%252C%2BApril%2B18."	
22 Apr 1740	Pre 679	"Boston. Extract of a Letter from South Carolina, Dated March 23d. 1739, 40."	New-England Weekly Journal (679)	Sp at Sea			"Boston. Extract of a Letter from South Carolina, Dated March 23d. 1739, 40. (1740, April 22"	"Boston. Extract of a Letter from South Carolina, Dated March 23d. 1739, 40. (1740, April 22). New-England Weekly Journal (679)"	"Boston. Extract of a Letter from South Carolina, Dated March 23d. 1739, 40. (1740, April 22). New-England Weekly Journal (679), p. [2]. Available from Readex: America's Historical Newspapers: https://infoweb-newsbank-com.ezp-prod1.hul.harvard.edu/apps/readex/doc?p=EANX&docref=image/v2%3A108C1BB941096180%40EANX-108C9E7F29938630%402356694-108C9E7F7179F078%401-108C9E8041D31250%40Boston.%2BExtract%2Bof%2Ba%2BLetter%2Bfrom%2BSouth%2BCarolina%252C%2BDated%2BMarch%2B23d.%2B1739%252C%2B40."	
24 Apr 1740	Pre 1883	"Newport, Rhode-Island, April 18."	Boston News-Letter (1883)				"Newport, Rhode-Island, April 18. (1740, April 24"	"Newport, Rhode-Island, April 18. (1740, April 24). Boston News-Letter (1883)"	"Newport, Rhode-Island, April 18. (1740, April 24). Boston News-Letter (1883), p. [2]. Available from Readex: America's Historical Newspapers: https://infoweb-newsbank-com.ezp-prod1.hul.harvard.edu/apps/readex/doc?p=EANX&docref=image/v2%3A1036CD221971FE08%40EANX-1056660A6DAE503C%402356696-1056660A92F45346%401-1056660AEE36DEAF%40Newport%252C%2BRhode-Island%252C%2BApril%2B18."	
5 May 1740	Pre 335	"Boston, April 21."	New-York Weekly Journal (335)	Sp at Sea			"Boston, April 21. (1740, May 5"	"Boston, April 21. (1740, May 5). New-York Weekly Journal (335)"	"Boston, April 21. (1740, May 5). New-York Weekly Journal (335), p. [2]. Available from Readex: America's Historical Newspapers: https://infoweb-newsbank-com.ezp-prod1.hul.harvard.edu/apps/readex/doc?p=EANX&docref=image/v2%3A1036CD36DBC06A78%40EANX-1062A523ECAFE87C%402356707-1062A523FA69DDEA%401-1062A5243A291C34%40Boston%252C%2BApril%2B21."	
5 May 1740	Pre 335	"Boston, April 21."	New-York Weekly Journal (335)				"Boston, April 21. (1740, May 5"	"Boston, April 21. (1740, May 5). New-York Weekly Journal (335)"	"Boston, April 21. (1740, May 5). New-York Weekly Journal (335), p. [2]. Available from Readex: America's Historical Newspapers: https://infoweb-newsbank-com.ezp-prod1.hul.harvard.edu/apps/readex/doc?p=EANX&docref=image/v2%3A1036CD36DBC06A78%40EANX-1062A523ECAFE87C%402356707-1062A523FA69DDEA%401-1062A5243A291C34%40Boston%252C%2BApril%2B21."	
