Storms: Storms w/in 150 nautical miles of Belize.
Name	Start	Parliament	Rainfall	150 mi	50 mi	0 mi	EM-DAT	EM-DAT Loss	EM-DAT Deaths	Max wind	Min press	Max cat	Max cat w/in	Data	Loss	Loss / GDP unit	GDP Prev yr	Ratio 00	Loss 2020 BZD	Deaths	Pop	Ratio 000	Impact sx	Impact f	Cost f	Impact c
1968	44910179.6407186	0.417759			"116,065"		34.8	333966470.508911	667932941.017822								4	1.66666666666667										"18,761,632"		65.2				"293,510,189.7"	0.0	0.0
1969	47305389.2215569	0.418348			"119,269"		36.7	333557800.346604	667115600.693208								4	1.66666666666667										"19,790,115"		68.7				"293,827,034.5"	0.0	0.0
1970	53233532.9341317	0.417375			"122,184"		38.8	354652559.658532	709305119.317064	3300	12300	10300					4	1.66666666666667										"22,218,346"		73.1	"19,218,662.8"	"71,633,197.7"	"59,985,523.3"	"310,023,429.9"	"150,837,383.7"	"1,234.5"
1971	59207317.0731707	0.409168			"124,795"		40.5	378215220.435801	756430440.871602	4200	15700	13500					4	1.66666666666667										"24,225,740"		80.0	"21,910,946.4"	"81,905,204.4"	"70,428,042.0"	"308,878,178.8"	"174,244,192.8"	"1,396.2"
1972	66062500	0.400316			"127,152"		41.8	408634346.353128	817268692.706256	5200	21200	18400					4	1.54										"26,445,876"		85.7	"24,775,683.4"	"101,008,555.2"	"87,667,802.7"	"314,758,381.2"	"213,452,041.3"	"1,678.7"
1973	78343558.2822086	0.408004			"129,294"		44.4	456404161.830542	912808323.661084	9200	31400	24600					4	1.54										"31,964,485"		93.5	"40,948,765.1"	"139,759,915.6"	"109,493,437.1"	"348,703,474.4"	"290,202,117.8"	"2,244.5"
1974	103216374.269006	0.427508			"131,305"		49.3	541448991.754357	1082897983.50871	11700	44900	41400					4	1.54										"44,125,826"		108.5	"47,021,939.8"	"180,451,717.8"	"166,385,325.6"	"414,823,430.8"	"393,858,983.2"	"2,999.6"
1975	118066298.342541	0.452356			"133,264"		53.8	567464144.861226	1134928289.72245	11500	59500	52700					4	1.54										"53,407,998"		134.8	"39,363,025.8"	"203,660,872.7"	"180,385,344.4"	"404,125,804.3"	"423,409,242.9"	"3,177.2"
1976	96905829.5964126	0.556726			"135,143"		56.9	440456791.039533	880913582.079066	11100	47500	32500					4	1.54										"53,949,995"		157.1	"40,122,544.7"	"171,695,574.2"	"117,475,919.2"	"350,280,043.2"	"329,294,038.0"	"2,436.6"
1977	117650000	0.573031			"136,990"		60.6	502098429.808882	1004196859.61776	13400	65300	49500					4	1.54										"67,417,097"		182.0	"43,033,998.4"	"209,710,454.9"	"158,968,874.7"	"377,832,082.9"	"411,713,327.9"	"3,005.4"
1978	136300000	0.521488			"138,975"		65.2	540450045.988759	1080900091.97752	18400	69000	51300					abandoned	2										"71,078,814"		197.1	"49,656,452.5"	"186,211,696.8"	"138,444,348.5"	"367,835,569.2"	"374,312,497.8"	"2,693.4"
1979	151800000	0.472039			"141,302"		72.6	541020847.399242	1082041694.79848	24100	83800	55200						2										"71,655,520"		223.5	"51,917,953.9"	"180,527,989.1"	"118,915,811.4"	"327,018,481.4"	"351,361,754.4"	"2,486.6"
1980	197938222.429283	0.430262			"144,142"		82.4	621280622.269896	1242561244.53979	15.4587849908617	57.3915222960823	44.9502253744056						2				"13,165,520"	"48,877,660"	"38,281,992"				"85,165,295"		263.7	"50,924,650.4"	"189,060,344.0"	"148,075,965.5"	"329,422,075.7"	"388,060,959.9"	"2,692.2"
1981	196089854.656347	0.498008			"147,572"		90.9	557828999.784556	1115657999.56911	16.5006679720073	63.0512105741474	43.3334722679334						2				"16,113,614"	"61,572,229"	"42,317,006"				"97,654,316"		295.0	"55,714,870.5"	"212,893,807.5"	"146,316,427.8"	"337,652,212.4"	"414,925,105.8"	"2,811.7"
1982	182206326.985709	0.572916			"151,486"		96.5	488388482.260347	976776964.520694	18.7778049704163	59.0555325090913	38.938246284175						2				"19,601,948"	"61,647,433"	"40,647,215"				"104,388,920"		320.4	"62,403,204.7"	"196,255,871.6"	"129,401,245.5"	"332,324,277.3"	"388,060,321.8"	"2,561.7"
1983	192103185.955321	0.660119			"155,820"		99.6	498889659.429752	997779318.859504	18.8332528648611	54.3968950637626	39.8309569597348						2				"23,882,629"	"68,981,226"	"50,510,020"				"126,810,963"		335.1	"72,695,559.3"	"209,969,713.5"	"153,745,808.7"	"385,995,769.2"	"436,411,081.5"	"2,800.7"
1984	214381949.019381	0.751721			"160,341"		103.9	533791448.099021	1067582896.19804	17.8452779850703	58.7029967769402	50.6802735049227						2				"28,758,631"	"94,603,057"	"81,674,004"				"161,155,413"		351.8	"83,382,046.9"	"274,289,704.7"	"236,803,536.7"	"467,249,918.6"	"594,475,288.2"	"3,707.6"
1985	212643742.664706	0.778502			"164,918"		107.6	511333410.08044	1022666820.16088	19.02438176633	51.2824701077912	39.3393099226668						2				"31,493,642"	"84,894,836"	"65,123,702"				"165,543,579"		373.2	"86,075,871.6"	"232,027,687.9"	"177,990,824.3"	"452,450,296.2"	"496,094,383.8"	"3,008.1"
1986	231638320.535566	0.682021			"169,569"		109.6	546633327.664226	1093266655.32845	18.4673414863786	48.637928845819	45.0527710269842						2				"29,175,112"	"76,839,270"	"71,175,358"				"157,982,199"		385.9	"77,114,834.0"	"203,099,390.9"	"188,128,700.6"	"417,574,094.3"	"468,342,925.4"	"2,762.0"
1987	281082558.5859	0.611555			"174,333"		113.6	639866355.149209	1279732710.29842	16.0928334558493	52.3837623742918	49.0731306484807						2				"27,663,169"	"90,046,349"	"84,355,457"				"171,897,444"		402.0	"70,190,131.3"	"228,475,810.0"	"214,036,235.0"	"436,157,694.0"	"512,702,176.3"	"2,940.9"
1988	320093360.27245	0.562127			"179,023"		118.3	700122741.749606	1400245483.49921	14.9431231897869	56.9746457145462	50.3217535955747						2				"26,887,628"	"102,516,258"	"90,545,501"				"179,933,120"		421.7	"65,035,286.7"	"247,964,389.3"	"219,009,749.8"	"435,218,835.0"	"532,009,425.8"	"2,971.7"
1989	369133890.704745	0.611399			"183,471"		124.0	770208433.743122	1540416867.48624	13.7020563625617	57.4821635407217	46.8434365000202						2				"30,923,910"	"129,730,398"	"105,720,058"				"225,688,092"		454.5	"69,400,193.0"	"291,144,127.4"	"237,259,535.9"	"506,494,727.1"	"597,803,856.2"	"3,258.3"
1990	412086445.492176	0.563171			"187,554"		130.7	815793966.38311	1631587932.76622	12.978753003998	51.2739504808613	48.9676782443751						2				"30,120,459"	"118,994,090"	"113,641,806"				"232,075,136"		497.5	"61,754,508.2"	"243,967,782.7"	"232,994,254.9"		"538,716,545.7"	"2,872.3"
1991	444720750	0.567372			"191,136"		136.2	844629278.79826	1689258557.59652	13.0868640601996		43.6228802006653						2				"33,021,050"		"110,070,168"				"252,322,101"		526.7	"63,948,113.6"		"213,160,378.5"		"277,108,492.1"	"1,449.8"
1992	518239100	0.569824			"194,324"		140.3	955322904.900817	1910645809.80163	13.5234006851278	52.91925097894	49.7194441716188						2				"39,935,289"	"156,273,235"	"146,824,043"				"295,305,077"		546.4	"74,549,770.4"	"291,725,291.9"	"274,085,877.9"		"640,360,940.3"	"3,295.3"
1993	559858250	0.666120			"197,625"		144.5	1002454698.20594	2004909396.41188	14.8402653707434	50.1844082854901	46.690711443477						2				"55,344,214"	"187,154,108"	"174,124,967"				"372,932,777"		555.1	"101,695,366.8"	"343,896,937.2"	"319,955,803.2"		"765,548,107.2"	"3,873.7"
1994	580863700	0.653259			"201,679"		148.2	1013636057.62861	2027272115.25722	15.2866068235973	52.4382053827774	49.8319054883271						2				"58,005,708"	"198,979,098"	"189,089,378"				"379,454,440"		568.5	"104,073,566.3"	"357,007,353.5"	"339,263,263.6"		"800,344,183.4"	"3,968.4"
1995	620140400	0.633752			"206,962"		152.4	1052644750.28328	2105289500.56656	14.2812337335223	49.1110077653383	47.9610101196439						2				"56,127,422"	"193,013,735"	"188,494,069"				"393,015,219"		588.2	"97,330,789.6"	"334,705,898.2"	"326,868,327.5"		"758,905,015.3"	"3,666.9"
1996	641383800	0.640939			"213,660"		156.9	1057700565.55945	2115401131.1189	14.1408467129977	50.2658782463792	50.0034222878719						2				"58,131,309"	"206,636,939"	"205,558,014"				"411,087,891"		602.4	"98,429,506.6"	"349,883,263.2"	"348,056,398.7"		"796,369,168.5"	"3,727.3"
1997	654314350	0.610552			"221,575"		160.5	1054376179.65528	2108752359.31056	14.5307985374308	55.7071612444386	52.7792948450542						2				"58,049,514"	"222,546,173"	"210,849,554"				"399,492,935"		621.3	"95,300,988.0"	"365,358,276.1"	"346,155,714.1"		"806,814,978.1"	"3,641.3"
1998	688992450	0.603558			"230,248"		163.0	1093286358.26594	2186572716.53188	14.3324792601138	56.9276992803042	52.5814687809714						2				"59,601,171"	"236,732,076"	"218,658,411"				"415,846,905"		642.6	"94,605,034.0"	"375,765,199.4"	"347,076,842.2"		"817,447,075.6"	"3,550.3"
1999	732750000	0.618231			"238,979"		166.6	1137824493.47141	2275648986.94282	13.5033640395769	67.3526305015353	54.3202251791198						2				"61,171,423"	"305,113,320"	"246,075,381"				"453,008,765"		652.5	"95,624,293.0"	"476,958,752.8"	"384,669,561.7"		"957,252,607.4"	"4,005.6"
2000	832050000	0.661358			"247,310"		172.2	1249814477.35192	2499628954.70384	12.9085571780542	73.6750255393306	52.9736554293612						2				"71,033,586"	"405,421,085"	"291,504,980"				"550,282,924"		671.8	"107,850,934.2"	"615,554,490.1"	"442,594,640.7"		"1,166,000,064.9"	"4,714.7"
2001	868350000	0.694637			"255,068"		177.1	1268490649.47289	2536981298.94578	13.1449357977774	69.3761098635343	51.0716013128347						2				"79,288,680"	"418,468,397"	"308,057,790"				"603,188,039"		683.7	"118,289,387.3"	"624,305,637.7"	"459,585,997.1"		"1,202,181,022.1"	"4,713.2"
2002	925050000	0.666539			"262,387"		179.9	1330220614.3155	2660441228.631	14.4234581914491	66.6662288524945	52.988670882655						2				"88,932,433"	"411,051,902"	"326,718,555"				"616,581,902"		695.1	"130,500,764.6"	"603,183,628.0"	"479,431,629.8"		"1,213,116,022.4"	"4,623.4"
2003	983500000	0.612489			"269,428"		184.0	1382878967.15742	2765757934.31484	14.7233045246568	66.3973055414337	53.5570259278088						2				"88,690,673"	"399,966,036"	"322,618,383"				"602,382,932"		715.2	"126,488,376.5"	"570,421,359.4"	"460,110,109.7"		"1,157,019,845.7"	"4,294.4"
2004	1051350000	0.545943			"276,516"		188.9	1439736297.53817	2879472595.07634	14.0451181813858	58.8749797878918	50.8730156465497						2				"80,615,772"	"337,928,945"	"291,999,497"				"573,977,173"		736.5	"111,647,098.1"	"468,007,499.7"	"404,398,488.8"		"984,053,086.5"	"3,558.8"
2005	1102050000	0.550349			"283,798"		195.3	1459643710.68914	2919287421.37828	14.6092827004219	63.3864298353069	55.263082437276						2				"88,607,070"	"384,446,377"	"335,177,290"				"606,512,115"		757.3	"119,343,999.7"	"517,807,083.1"	"451,447,030.5"		"1,088,598,113.2"	"3,835.8"
2006	1210150000	0.543541			"291,338"		201.6	1552729853.25121	3105459706.50242	14.2614841135396	62.0233111597736	61.5022476552494						2				"93,807,214"	"407,968,340"	"404,540,961"				"657,766,141"		781.5	"122,435,518.9"	"532,473,073.9"	"527,999,718.9"		"1,182,908,311.7"	"4,060.3"
2007	1271600000	0.499667			"299,031"		207.342	1586323055.78252	3172646111.56504	15.2612378106323	62.1287826360491	62.0031653035546						2				"96,966,327"	"394,751,720"	"393,953,577"				"635,376,557"		815.0	"121,356,630.6"	"494,045,097.6"	"493,046,194.6"		"1,108,447,922.8"	"3,706.8"
2008	1351350000	0.545067			"306,822"		215.303	1623484125.82297	3246968251.64594	15.5734080734081	70.5433825433825	63.1685832685833						2				"114,710,031"	"519,605,830"	"465,284,807"				"736,576,290"		847.5	"138,058,091.0"	"625,366,309.0"	"559,988,794.7"		"1,323,413,194.7"	"4,313.3"
2009	1317300000	0.640630			"314,655"		214.537	1588224026.62478	3176448053.24956	16.1413231610112	57.0621916040386	52.394359675093						2				"136,216,933"	"481,548,919"	"442,156,996"				"843,901,899"		843.0	"164,817,641.0"	"582,657,054.5"	"534,994,230.4"		"1,282,468,925.8"	"4,075.8"
2010	1377200000	0.647786			"322,465"		218.056	1633650845.77092	3267301691.54184	16.1775196049956	58.646300464711	59.0541460935231						2				"144,324,648"	"523,201,756"	"526,840,273"				"892,130,879"		881.9	"166,924,981.1"	"605,131,864.2"	"609,340,149.9"		"1,381,396,995.3"	"4,283.9"
2011	1460800000	0.623858			"330,236"		224.939	1679789845.40264	3359579690.80528	15.7013109255203	64.3286692223439	62.6190375136911						2				"143,091,034"	"586,247,598"	"570,667,181"				"911,331,766"		927.8	"157,310,686.5"	"644,505,873.5"	"627,377,154.9"		"1,429,193,714.9"	"4,327.8"
2012	1522900000	0.631273			"338,001"		229.594	1715695780.26711	3431391560.53422	15.4429181167509	63.8035721321164	64.4527972946352						2				"148,462,910"	"613,385,627"	"619,627,055"				"961,365,652"		957.6	"158,137,185.3"	"653,355,617.8"	"660,003,755.1"		"1,471,496,558.1"	"4,353.5"
2013	1579400000	0.639738			"345,707"		232.957	1753660365.91146	3507320731.82292	15.528314549829	66.5932980878815	65.3605229834114						2				"156,898,431"	"672,860,147"	"660,404,160"				"1,010,402,197"		986.7	"162,193,574.6"	"695,568,409.9"	"682,692,047.8"		"1,540,454,032.2"	"4,456.0"
2014	1662800000	0.607358			"353,366"		236.736	1816789779.33944	3633579558.67888	15.3638802020688	65.2709345681982	62.3173682944431						2				"155,162,113"	"659,180,882"	"629,352,377"				"1,009,914,882"		"1,010.0"	"156,698,371.2"	"665,707,425.5"	"635,583,588.4"		"1,457,989,385.1"	"4,126.0"
2015	1723800000	0.654335			"360,926"		237.017	1881207288.92864	3762414577.85728	15.5991704374057	66.2613441234482	58.8154658313029						2				"175,949,700"	"747,389,976"	"663,404,737"				"1,127,942,673"		"1,020.0"	"175,949,700.0"	"747,389,976.1"	"663,404,737.4"		"1,586,744,413.5"	"4,396.3"
2016	1775100000	0.740907			"368,399"		240.007	1913056898.99537	3826113797.99074	16.8056250352093	61.6117120162244	52.6024815503352						2				"221,024,894"	"810,307,388"	"691,819,429"				"1,315,184,016"								
2017	1836600000	0.776965			"375,775"		245.120	1938053865.54522	3876107731.09044	16.6367363606664	58.434808885985	54.976284983121						2				"237,401,889"	"833,849,482"	"784,497,248"				"1,426,973,919"								
2018	1871200000	0.749947			"383,071"		251.107	1927484750.51456	3854969501.02912	17.4916524155622	58.0079173792219	57.7023460880718						2				"245,460,503"	"814,025,584"	"809,737,500"				"1,403,300,826"								
2019	1879613600	0.784206			"390,351"		255.657	1901688830.76017	3803377661.52034	17.4916243423648	58.0078213947803	57.7022506115087						2				"257,827,288"	"855,037,760"	"850,533,634"				"1,474,004,263"								
2020		0.779640			"397,621"		258.660											2																		
																																				
cf	WB				WB		US BLS + CLI by Albert Rees / via Minneapolis FED			WB			Blue books / reports on																							
note	Figs in current USD. 						CPI-U																													


BLUE: Table 1
	GDP			Population	CPI-U US	GDP 2020	GOB consumption pc	Imports pc GDP	Exports pc GDP	Revenue	Expenditure	Imports	Exports	Imports / A	Exports / A	Pub exp / A	L£ CPI		
1835										20071.12.6-six-sevenths	16566.0.6-two-sevenths								
1836				2543						21187.14.11-two-sevenths	15204.12.6	340554.0.0	493115.0.0						
1837				3320						16601.18.6-six-sev	16393.3.8-two-sev	369623.0.0	345305.0.0						
1838																			
1839																			
1840																			
1841																			
1842																			
1843																			
1844										17370.1.11									
1845				10809						22372.16.0	18302.0.6	273073.16.9	281850.1.4						
1846																			
1847																			
1848																			
1849																			
1850														197555	261015	13844			
1851														289819	153777	13622			
1852														202112	391223	18543			
1853														198180	345377	17385			
1854														241764	452313	19375			
1855														245486	462591	21511			
1856														251991	446649	26263			
1857														268691	440271	26469			
1858														207905	380377	24127			
1859														173293	288161	25778			
1860														200800	315918	30270			
1861				25635										231741	292576	28897			
1862														211335	336390	32175			
1863			0											265752	390644	28642			
1864			0							31544.8.0	28364.0.0			291144	373197	28365			
1865										26529.15.9	35614.2.10	210675.0.0	323169.17.9	210675	323170	35614			
1866	0	0	0											169033	277156	31094			
1867										35725.10.8	32643.11.4	190495.4.0	186269.8.0	190495	186169	32644			
1868										42416.4.6	39720.8.7	177683.14.0	203659.0.6	177684	203659	39720			
1869										36629.16.5	30403.12.10	151188.16.0	175033.0.0	151189	175033	30404			
1870										33030.18.5	26220.2.0	184337.12.0	171987.11.5-half	184333	171988	26220			
1871				24710						42880.15.4	25453.15.0	180662.0.0	207672.2.0	180662	207672	25454			
1872										38719.14.6	29350.15.11	167809.0.0	203560.0.0	167809	203560	29350			
1873										51945.14.0	34406.14.1	236615.0.0	216992.12.0	236615	216993	34407			
1874			0							43722.17.0	40063.0.11			178398	240628	40063			
1875										41906.2.11	40839.5.0	175321.0.0	202512.8.0	175321	202512	40839			
1876										40231.5.8	36614.10.8	163403.4.0	206420.5.0	163403	206420	36615			
1877										41588.9.8	39928.10.3	167232.5.4	124503.9.2	165756	124503	39929			
1878										40361.7.4	51093.15.0	191490.12.5	131006.19.10	191491	131007	51094			
1879				30000						40324.8.11	50699.12.7	159888.3.8	187673.4.0	159883	187673	50699			
1880										43234.8.0	37922.12.1	237204.8.6	252855.5.3	237201	252855	37923			
1881				27452						43642.7.2	40712.3.4	14217.4.0	24396.14.1	201811	247403	34351	34351		
1882										46384.9.6	44500.4.2	232882.4.0	250632.12.0	232882	250633	37547	37547		
1883										52277.14.8	40343.15.10	268973.0.0	302869.12.0	268973	302870	33200	33200		
1884										51866.1.6	53585.0.10	237538.0.0	317449.4.0	237538	317449	44096	44096		
1885										52245.16.9	63235.4.0	254856.8.0	244280.4.0	254856	244280	53289	50061	3228	
1886	2419913.42644059	2056759.61357106	2783067.24							271806.93	312773.27	1179813.00	1400234.00	172054	204201	48841	45613	3228	
1887	2297801.1729722	1933307.07175922	2662295.27							280139.86	294298.32	1097721.00	1349709.00	160084	196833	46146	42918	3228	
1888	2471022.51140739	1956338.38577385	2985706.64							311719.20	297934.92	1479048.00	1526115.00	200450	213020	48660	41557	7103	
1889	3114396.23897616	2045934.65899744	4182857.82							347838.89	311759.71	1863327.00	2155554.00	260089	300879	44746	43516	1230	
1890	2929798.0359306	2259949.19862003	3599646.87							332135.87	344452.54	1829480.00	1866099.00	282945	287690	53103	45249	7854	
1891	2977035.73445258	2283592.54352969	3670478.92537546	31471						357634.01	348282.98	1853365.00	1909930.00	272214	280521	51154	45270	5884	
1892	2894468.23976464	2443639.64209421	3345296.83743506							338659.98	373719.01	1757038.00	1741235.00	230610	228536	49050	43791	5259	
1893	3335431.49638336	2574891.30814451	4095971.6846222							412649.33	394702.19	1460941.00	2135117.00	169226	247318	45689	42339	3350	
1894	3187284.20354689	1496868.67291816	4877699.73417561	32899						207287.72	230283.41	1578432.00	2549583.00	151266	244335	47384	45057	2327	
1895	2148028.96067688	1845960.28356626	2450097.6377875	33353	8.33333333333333	66673100.5162418				254612.13	284961.35	1453640.00	1283998.00	299103	264197	58652	56555	2097	
1896	2184682.92460747	1748310.21599855	2621055.63321638	33811	8.33333333333333	67810810.2334762				312686.25	269877.33	1462637.00	1378601.00	300954	283663	55530	55416	114	
1897	2376975.61423449	2096188.54561238	2657762.6828566	34276	8.33333333333333	73779421.4853472				314017.67	322990.41	1422097.00	1404387.00	292613	288969	66459	65716	743	
1898	2188959.75891671	1967786.83944963	2410132.67838379	34747	8.33333333333333	67943559.7489676				274690.40	301413.75	1248910.00	1282593.00	256977	263908	62019	62019		
1899	1505822.07528599		2385990.37737764	35226	8.33333333333333	46739512.5592169				256296.75	260238.38	1031473.00	1278617.00	212237	263090	53994	53994		
1900	822684.391655275	1645368.78331055	0		8.33333333333333	25535465.3694664				292689.28	249186.50								
1901	2137225.12614482	1709249.49511094	2565200.7571787	38315	8.33333333333333	66337758.1354343				272142.68	256910.67	1227202.00	1387598.00						
1902	2097738.2402256	1689898.89638663	2505577.58406456		8.66666666666667	62607804.6019331				259600.19	252242.24	1227803.00	1362210.00						
1903	2592498.69089292	1786694.39303011	3398302.98875573		9	74508412.3762625				301194.10	266039.16	1772976.00	1853181.00	364445	380931				
1904	2652628.24673662	1895842.83732549	3409413.65614775		9	76236535.8112105				309790.96	282258.91	1757319.00	1863871.00	361227	383120				
1905	2676567.9979649	2012017.18580375	3341118.81012605		9	76924564.2615112				332109.95	300350.89	1876560.00	1835250.00	385737	377246				
1906	2902788.51886369	2143630.46286162	3661946.57486576		9	83426142.0321425				391860.72	321438.66	2200541.00	2019006.00	452333	415018				
1907	3705385.83904003	3430216.05830799	3980555.61977206		9.33333333333333	102689475.120653				395183.04	516700.62	2415723.00	2211036.00	496565	454491	106211	69457	36754	
1908	3746682.06331966	3544778.19958979	3948585.92704952		9	107679642.499807				360914.80	535978.94	2676723.00	2201799.00	550215	452592	110174	69169	41005	
1909	3498406.87735149	3913290.41556812	3936908.9781778		9	100544213.655082				395854.96	592120.26	2704248.00	2209023.00	555873	454077	121714	88545	33169	
1910	3250131.69138332				9.33333333333333	90072756.7814153				459295.10	542810.36	2819217.00	2344380.00	579506	481900	111578	100722	10856	
1911	3001856.50541515			40458	9.33333333333333	83192164.6811446				1201908.10	532122.71	2886677.00	2685849.00	593372	552091	109381	90398	18983	
1912	2753581.31944698			40809	9.66666666666667	73680139.0436023				575243.33	611130.63	3496908.00	2856143.00	718809	587096	125621	99647	25974	
1913	2505306.13347881			41170	9.9	65456816.6				591431.91	609441.37	3085368.00	3126225.00	654770	642613	125274	106144	19130	
1914	2257030.94751064			41543	10.0	58380362.5	1.03410923621308					2980406.00	2918775.00	612639	599970	122713	113071	9642	
1915	2008755.76154247				10.1	51444036.2				518446.82	555593.24			441730	459601	110826	110501	325	
1916	2008755.76154244	4017511.52308488	0		10.9	47668327.1				640462.21	613788.19			531074	527384	126168	335928	347703	2461
1917	2434402.99112759	0	4868805.98225517	42732	12.8	49193959.2						2793773.00	2802967.00	574276	576165	138915	331579	403443	48
1918	3059707.51725201				15.1	52412181.9						3565416.00	3668657.00	732891	754113	138421	392794	414257	535
1919	3685012.04337643				17.3	55096255.2						4695216.00	4448809.00	965128	914477	202038	537299	397471	
1920	4310316.56950085				20.0	55745324.2						5876711.00	5045671.00	1207991	1037166	199565	383074	447679	
1921	4935621.09562527				17.9	71321103.5				1105206.90	1410780.46	3343132.00	3045671.00	687199	626011	309892	395737	602803	
1922	5560925.62174969				16.8	85618394.1				1137529.44	1098915.27	3290402.00	2817597.00	676360	581229	268995	225888	43107	
1923	6186230.14787411			46527	17.1	93574870.8				1093149.15	1203219.87	4036688.00	3196884.00	829764	658454	304659	247329	57330	
1924	6811534.67399853			47132	17.1	103033424.5				938969.43	920998.28	3894281.00	3337744.00	800491	686092	217155	189316	27839	
1925	7436839.20012295			47893	17.5	109920733.0				996287.47	971196.96	4515121.00	3576018.00	928108	735070	17241	9481	7760	
1926	8062143.72624737			48584	17.7	117816615.6				1116432.30	1040490.11	5065663.00	3928790.00	1041275	807586	228502	213879	14623	
1927	8687448.25237179				17.4	129143411.8								924446	934770	242867	228595	14272	
1928	9312752.77849621				17.1	140867639.4						4481748.00	4041502.00	916109	830753	221793.00	215191	6602.00	
1929	9938057.30462063				17.1	150326193.1						5056673.00	4876875.00	1039427	998540	211049.00	210407	642.00	
1930	10563361.830745				16.7	163611926.4				1160444.98	1087047.05	4925330.00	4534953.00	1012000	932000		288000	643000.00	1000.00
1931	11188666.3568694				15.2	190398713.1				875045.26	1035600.35	4435358.00	2911066.00	964000	633000		131000	501000	1000
1932	11813970.8829938			52945	13.7	223051219.6				893716.02	940984.76	2301838.00	1447484.00	647000	404000		84000	307000	13000
1933	12439275.4091182			53770	13.0	247503305.9				1056244.31	958233.31	1687112.00	1042095.00	393000	243000		101	137	5
1934	13064579.9352426			54744	13.4	252185391.5				836668.146666667	1089081.92000000	1912375.00	1520917.00	375000	298000		172	123	3
1935	13689884.461367			55448	13.7	258469015.7				1192687.72	1341957.42	2676795.00	1699043.00	547000	348000		190	155	3
1936	14315188.9874914			56071	13.9	266386099.5				1597540.35	1388695.82			658000	485000		270	208	7
1937	14940493.5136158			56893	14.4	268368614.7				1550749.20	1531253.58	3981249.00	2602600.00	801000	524000		286	232	6
1938	15565798.0397402			57767	14.1	285549597.2				1740601.73	1872413.11	4004091.00	3263384.00	821000	668000		372	293	3
1939	16191102.5658646				13.9	301294287.0								795000	567000		311	245	11
1940	16816407.091989				14.0	310695132.7								823000	754000		402	352	
1941	17441711.6181134				14.7	306902933.8								931000	833000		439	394	
1942	18067016.1442378				16.3	286700269.7								983000	634000		311	323	
1943	18692320.6703622				17.3	279477206.0								1410000	929000		441	488	
1944	19317625.1964866				17.6	283903234.8								1827000	1511000		462	1049	
1945	19942929.722611				18.0	286579900.1								1944000	1221000		490	731	0
1946	20568234.2487354			59220	19.5	272829716.5								1683000	1296000	B2909985	872	424	0
1947	21193538.7748598				22.3	245826042.1								2148000	1525000	B3394916	1053	471	1
1948	21818843.3009842				24.1	234176846.8								B7669906	B6142601	B3847374			
1949	22444147.8271086			65354	23.8	243924507.4								B5620605	B4565847				
1950	23069452.353233				24.1	247599358.7								B8782607	B4756647	B5415752			
1951	23694756.8793574			70741	26.0	235726377.5								B12407332	B6234131	B4441305			
1952	24320061.4054818			73171	26.5	237382154.1								B12671851	B6189987	B4907330			
1953	24945365.9316062			75778	26.7	241661736.0								B11764015	B7490907	B5528355			
1954	25570670.4577306			78094	26.9	245877681.1								B11409568	B7287826	B5339679			
1955	26195974.983855			80888	26.8	252830257.1								B14339799	B8186875	B5694732			
1956	26821279.5099794			82333	27.2	255058535.2								B15850630	B9973040	B6702208			
1957	27446584.0361038			85098	28.1	252645317.7								B15108063	B8943401	B8002687			
1958	28071888.5622282			88156	28.9	251248259.4								B18516241	B9087875	B9262267			
1959	28697193.0883526				29.1	255079586.4										B10401434			
1960	28071888.5622288			90508	29.6	245513937.295219								B18783607	B11227455	B9365721			
1961	29964370.7125857			93586	29.9	259289126.128266								B22708464	B12402302	B9316775			
1962	31856922.8615428			98453	30.3	272400385.698071								B31202647	B12380520	B11958000	8427	3531	
1963	33749405.0118998			103104	30.6	285048852.257241								B27553446	B18571994	B17219000	9288	7931	
1964	36193826.1234775			106594	31.0	301834338.47712								B33900819		B12677000	8933	3744	
1965	40069930.0699301			110363	31.5	328944346.317529								B34987986		B13508000	9430	4078	
1966	44405594.4055944			113169	32.5	353867554.781547								B38761885	B19192693	B14741000	10951	3790	
1967	47379310.3448276			116455	33.4	367378438.584855								B36951914	B17462062	B18989000	11964	7025	
1968	44910179.6407186				34.8	333966470.508911													
1969	47305389.2215569				36.7	333557800.346604													
1970	53233532.9341317				38.8	354652559.658532													
1971	59207317.0731707				40.5	378215220.435801													
1972	66062500				41.8	408634346.353128													
1973	78343558.2822086				44.4	456404161.830542													
1974	103216374.269006				49.3	541448991.754357													
1975	118066298.342541				53.8	567464144.861226													
1976	96905829.5964126				56.9	440456791.039533													
1977	117650000				60.6	502098429.808882													
1978	136300000				65.2	540450045.988759													
1979	151800000				72.6	541020847.399242													
1980	197938222.429283				82.4	621280622.269896	15.4587849908617	57.3915222960823	44.9502253744056										
1981	196089854.656347				90.9	557828999.784556	16.5006679720073	63.0512105741474	43.3334722679334										
1982	182206326.985709				96.5	488388482.260347	18.7778049704163	59.0555325090913	38.938246284175										
1983	192103185.955321				99.6	498889659.429752	18.8332528648611	54.3968950637626	39.8309569597348										
1984	214381949.019381				103.9	533791448.099021	17.8452779850703	58.7029967769402	50.6802735049227										
1985	212643742.664706				107.6	511333410.08044	19.02438176633	51.2824701077912	39.3393099226668										
1986	231638320.535566				109.6	546633327.664226	18.4673414863786	48.637928845819	45.0527710269842										
