ID	NO	START 0	LOG T ENG F ALL	Q 0	CF 0	LOG T JAM F ALL	Q 1	CF 1	LOG T BOS F ALL	Q 2	CF 2	NOTE 0	LOG T NYC F ALL	Q 3	CF 3	ALL T ENG F SWI	LOG T ENG F SWI	MAH T ENG F SWI	CF 4	ALL T ENG F HON	LOG T ENG F HON	MAH T ENG F HON	CF 5	ALL T ENG F MOS	LOG T ENG F MOS	MAH T ENG F MOS	CF 6	ALL T SCOT F HON	LOG T SCOT F HON	MAH T SCOT F HON	CF 7	ALL T GB F FWI	LOG T GB F FWI	MAH T GB F FWI	CF 8	ALL T GB F BWI	LOG T GB F BWI	MAH T GB F BWI	CF 9	ALL T GB F HON 0	LOG T GB F HON	MAH T GB F HON	CF 10	ALL T HON F ALL 1	ALL T ALL F HON 1	ALL T ALL F HON REEXP 1	ALL T HON F GB 1	ALL T GB F HON 1	CF 11	NOTE 1	ALL T HON F ALL 2	ALL T ALL F HON 2	ALL T ALL F HON REEXP 2	ALL T HON F GB 2	ALL T GB F HON 2	CF 12	NOTE 2	END	
T 288	288	1814	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	"£13,061.37"	£307.15	"£12,752.45"	CUST 14/26	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	"£92,159.83"	"£10,639.92"	"£69,541.25"	CUST 4/9	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	###	
T 290	290	1815	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	"£40,305.49"	"£1,581.20"	"£38,656.75"	CUST 14/27	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	"£155,826.54"	"£20,236.73"	"£134,899.75"	CUST 4/10	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	###	
T 292	292	1816	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	"£21,991.35"	£611.77	"£21,375.83"	CUST 14/28	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	"£118,328.79"	"£18,122.86"	"£93,438.18"	CUST 4/11	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	###	
T 294	294	1817	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	"£79,263.73"	"£26,158.38"	"£45,065.17"	CUST 4/12	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	###	
T 296	296	1818	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	"£97,267.68"	"£10,340.58"	"£80,927.70"	CUST 4/13	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	###	
T 298	298	1819	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	"£106,419.47"	"£14,603.76"	"£83,635.93"	CUST 4/14	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	###	
T 300	300	1820	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	"£136,360.48"	"£13,594.78"	"£108,239.96"	CUST 4/15	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	###	
T 302	302	1821	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	"£98,282.80"	"£13,591.84"	"£70,592.08"	CUST 4/16	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	###	
T 304	304	1822	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	"£21,772.41"	£629.34	"£18,430.59"	CUST 14/34	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	"£162,118.73"	"£22,379.04"	"£114,190.32"	CUST 4/17	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	###	
T 306	306	1823	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	"£136,881.13"	"£14,718.80"	"£80,714.17"	CUST 4/18	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	###	
T 308	308	1824	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	"£196,756.70"	"£30,190.51"	"£137,001.63"	CUST 4/19	"£262,988.00"	"£272,826.00"	xnp	"£235,335.00"	"£218,522.00"	Martin 140-141	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	###	
T 310	310	1825	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	"£170,472.95"	"£32,462.01"	"£89,564.71"	CUST 4/20	"£289,871.00"	"£295,111.00"	xnp	"£244,131.00"	"£232,052.00"	Martin 140-141	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	###	
T 312	312	1826	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	"£205,321.59"	"£21,538.14"	"£140,625.91"	CUST 4/21	"£412,727.00"	"£350,370.00"	xnp	"£303,882.00"	"£283,076.00"	Martin 140-141	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	###	
T 314	314	1827	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	"£222,885.31"	"£19,948.98"	"£144,407.40"	CUST 4/22	"£313,502.00"	"£394,132.00"	xnp	"£271,209.00"	"£374,394.00"	Martin 140-141	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	###	
T 316	316	1828	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	"£181,251.53"	"£18,400.63"	"£108,290.50"	CUST 4/23	"£233,756.00"	"£301,255.00"	xnp	"£185,929.00"	"£219,798.00"	Martin 140-141	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	###	
T 318	318	1829	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	"£182,061.38"	"£17,623.11"	"£102,718.70"	CUST 4/24	"£244,464.00"	"£255,282.00"	xnp	"£209,199.00"	"£219,662.00"	Martin 140-141	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	###	
T 320	320	1830	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	"£221,855.06"	"£26,008.97"	"£100,652.10"	CUST 4/25	"£234,379.00"	"£316,151.00"	xnp	"£193,692.00"	"£195,192.00"	Martin 140-141	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	###	
T 322	322	1831	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	"£124,676.53"	"£13,076.80"	"£63,761.72"	CUST 4/26	"£278,627.00"	"£197,860.00"	xnp	"£216,617.00"	"£106,280.00"	Martin 140-141	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	###	
T 324	324	1832	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	"£232,839.81"	"£23,177.68"	"£106,344.65"	CUST 4/27	"£153,830.00"	"£182,267.00"	xnp	"£108,797.00"	"£145,497.00"	Martin 140-141	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	###	
T 326	326	1833	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	"£230,748.83"	"£14,574.08"	"£77,543.94"	CUST 4/28	"£235,156.00"	"£242,330.00"	xnp	"£194,950.00"	"£154,344.00"	Martin 140-141	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	###	
T 328	328	1834	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	"£263,432.34"	"£22,791.16"	"£121,072.65"	CUST 4/29	"£318,234.00"	"£286,800.00"	xnp	"£272,609.00"	"£209,118.00"	Martin 140-141	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	###	
T 330	330	1835	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	"£373,595.02"	"£14,940.30"	"£120,020.68"	CUST 4/30	"£182,614.00"	"£267,811.00"	xnp	"£122,630.00"	"£205,603.00"	Martin 140-141	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	###	
T 332	332	1836	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	"£566,650.11"	"£12,145.12"	"£177,443.37"	CUST 4/31	"£340,554.00"	"£493,115.00"	xnp	"£278,699.00"	"£399,546.00"	Martin 140-141 / BB 1836 138	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	###	
T 334	334	1837	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	"£445,820.30"	"£15,803.75"	"£186,656.78"	CUST 4/32	"£369,623.00"	"£345,305.00"	xnp	xnp	xnp	BB 1837 138	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	###	
T 336	336	1838	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	"£474,219.43"	"£23,260.89"	"£167,204.97"	CUST 4/33	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	###	
T 338	338	1839	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	"£589,182.61"	"£31,510.97"	"£154,219.32"	CUST 4/34	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	###	
T 340	340	1840	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	"£650,920.85"	"£48,761.29"	"£143,728.28"	CUST 4/35	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	###	
T 342	342	1841	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	"£910,242.05"	"£46,579.78"	"£134,832.98"	CUST 4/36	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	###	
T 344	344	1842	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	"£864,502.40"	"£37,749.65"	"£92,546.08"	CUST 4/37	xnp	xnp	xnp	"£414,103.00"	"£864,502.00"	HCP 49	Exp Imp in official values	xnp	xnp	xnp	xnp	xnp	xnp	xnp	###	
T 346	346	1843	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	"£730,757.09"	"£34,849.78"	"£132,439.33"	CUST 4/38	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	###	
T 348	348	1844	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	"£883,141.59"	"£47,823.44"	"£138,743.67"	CUST 4/39	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	###	
T 350	350	1845	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	"£774,242.28"	"£45,973.25"	"£189,453.66"	CUST 4/40	"£273,074.00"	"£281,850.00"	xnp	"£194,129.00"	"£239,337.00"	BB 1845 158	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	###	
T 352	352	1846	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	"£857,453.69"	"£48,282.49"	"£203,071.70"	CUST 4/41	"£213,726.00"	xnp	xnp	xnp	xnp	CP 869 103	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	###	
T 354	354	1847	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	"£1,208,494.07"	"£44,309.67"	"£242,160.13"	CUST 4/42	"£281,459.00"	"£309,792.00"	xnp	"£212,040.00"	"£269,364.00"	CP 1005 164 / CP 1126 269	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	###	
T 356	356	1848	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	"£1,093,055.07"	"£50,206.94"	"£218,349.58"	CUST 4/43	"£166,612.00"	"£353,783.00"	xnp	"£110,851.00"	"£292,083.00"	CP 1126 269	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	###	
T 358	358	1849	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	"£1,126,970.43"	"£43,121.92"	"£171,238.15"	CUST 4/44	"£237,861.00"	"£301,888.00"	xnp	xnp	xnp	CP 1539 48	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	###	
T 360	360	1850	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	"£1,243,225.75"	"£55,274.65"	"£172,216.72"	CUST 4/45	"£196,554.00"	"£261,015.00"	xnp	"£141,379.00"	"£211,145.00"	CP 3508 / CP 1539 48	"Exp Imp of bullion, specie not specified"	xnp	xnp	xnp	xnp	xnp	xnp	xnp	###	
T 362	362	1851	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	"£1,518,056.08"	"£52,044.82"	"£157,446.20"	CUST 4/46	"£289,819.00"	"£411,443.00"	xnp	"£209,541.00"	"£96,071.00"	CP 3508 / CP 1693 38	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	###	
T 364	364	1852	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	"£886,657.54"	"£70,750.66"	"£188,325.58"	CUST 4/47	"£262,112.00"	"£391,223.00"	xnp	"£109,695.00"	"£340,908.00"	CP 3508	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	###	
T 366	366	1853	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	"£357,340.45"	"£51,659.14"	"£115,488.53"	CUST 4/48	"£198,186.00"	"£345,377.00"	xnp	"£120,762.00"	"£276,520.00"	CP 3508	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	###	
T 368	368	1854	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	"£241,764.00"	"£452,313.00"	xnp	"£152,411.00"	"£384,640.00"	CP 3508	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	###	
T 370	370	1855	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	"£1,143,942.00"	"£48,357.00"	"£219,736.00"	CUST 4/50	"£245,486.00"	"£462,591.00"	xnp	"£159,969.00"	"£391,527.00"	CP 3508	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	###	
T 372	372	1856	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	"£254,994.00"	"£446,649.00"	xnp	"£160,659.00"	"£357,153.00"	CP 3508	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	###	
T 374	374	1857	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	"£268,691.00"	"£440,271.00"	xnp	"£169,927.00"	"£329,052.00"	CP 3508	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	###	
T 376	376	1858	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	"£207,908.00"	"£380,377.00"	xnp	"£121,934.00"	"£286,612.00"	CP 3508	"< 1858, Exp exc re-Exp, Imp exc items not dutiable /CP 2711 7"	xnp	xnp	xnp	xnp	xnp	xnp	xnp	###	
T 378	378	1859	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	"£175,203.00"	"£288,161.00"	xnp	"£101,595.00"	"£183,113.00"	CP 3508	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	###	
T 380	380	1860	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	"£200,869.00"	"£315,918.00"	xnp	"£128,081.00"	"£224,065.00"	CP 3508	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	###	
T 382	382	1861	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	"£231,744.00"	"£292,576.00"	xnp	"£149,887.00"	"£214,688.00"	CP 3508	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	###	
T 384	384	1862	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	"£211,358.00"	"£356,390.00"	xnp	"£108,843.00"	"£210,379.00"	CP 3508 / C.2093	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	###	
T 386	386	1863	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	"£265,752.00"	"£390,644.00"	xnp	"£147,809.00"	"£235,205.00"	CP 3508 / C.2093	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	###	
